transaction_id,store_id,customer_id,txn_ts,channel,subtotal_cents,tax_cents,total_cents
T00032111,S0001,C000632,2025-08-20T13:36:54,In-Store,5113,0,5113
T00032112,S0001,C000833,2025-08-20T13:03:24,In-Store,4573,257,4830
T00032113,S0001,C000985,2025-08-20T18:58:02,In-Store,2996,0,2996
T00032114,S0001,C000861,2025-08-20T08:59:58,In-Store,2866,0,2866
T00032115,S0001,,2025-08-20T18:06:47,In-Store,6135,255,6390
T00032116,S0001,C000972,2025-08-20T09:41:17,In-Store,14793,715,15508
T00032117,S0001,C000243,2025-08-20T18:47:09,In-Store,7879,392,8271
T00032118,S0001,C000690,2025-08-20T09:54:04,In-Store,9384,518,9902
T00032119,S0001,C000847,2025-08-20T18:48:01,In-Store,7466,618,8084
T00032120,S0001,,2025-08-20T18:07:27,In-Store,6882,454,7336
T00032121,S0001,C000002,2025-08-20T09:29:51,In-Store,4450,0,4450
T00032122,S0001,C000796,2025-08-20T08:34:38,In-Store,17385,909,18294
T00032123,S0001,C000848,2025-08-20T19:19:26,In-Store,4144,277,4421
T00032124,S0001,C000674,2025-08-20T16:55:23,In-Store,5152,326,5478
T00032125,S0001,C000113,2025-08-20T09:58:40,In-Store,1520,39,1559
T00032126,S0001,C000070,2025-08-20T08:08:15,In-Store,7818,408,8226
T00032127,S0001,C000447,2025-08-20T13:57:18,In-Store,3959,290,4249
T00032128,S0001,C000371,2025-08-20T08:51:24,In-Store,6329,134,6463
T00032129,S0001,,2025-08-20T08:45:33,In-Store,10994,729,11723
T00032130,S0001,C000336,2025-08-20T13:08:28,In-Store,11940,495,12435
T00032131,S0001,C000430,2025-08-20T13:45:11,In-Store,7062,201,7263
T00032132,S0001,C000549,2025-08-20T19:45:21,In-Store,4515,157,4672
T00032133,S0001,C000535,2025-08-20T08:54:08,In-Store,10970,974,11944
T00032134,S0001,C000373,2025-08-20T17:17:50,In-Store,8628,299,8927
T00032135,S0001,C000020,2025-08-20T11:45:40,In-Store,12232,473,12705
T00032136,S0001,,2025-08-20T11:27:45,In-Store,16907,1333,18240
T00032137,S0001,,2025-08-20T09:25:15,In-Store,8685,97,8782
T00032138,S0001,C000273,2025-08-20T08:12:51,In-Store,17455,513,17968
T00032139,S0001,,2025-08-20T18:54:13,In-Store,8687,456,9143
T00032140,S0001,C000812,2025-08-20T15:26:22,In-Store,2699,85,2784
T00032141,S0001,C000989,2025-08-20T08:41:58,In-Store,13325,831,14156
T00032142,S0001,,2025-08-20T13:44:04,In-Store,3532,0,3532
T00032143,S0001,,2025-08-20T14:00:22,In-Store,2875,161,3036
T00032144,S0001,,2025-08-20T18:28:23,In-Store,8231,561,8792
T00032145,S0001,,2025-08-20T17:27:46,In-Store,5522,306,5828
T00032146,S0001,C000353,2025-08-20T10:36:42,In-Store,10196,604,10800
T00032147,S0001,C000911,2025-08-20T09:23:03,In-Store,7532,536,8068
T00032148,S0001,,2025-08-20T14:50:38,In-Store,5222,0,5222
T00032149,S0001,C000747,2025-08-20T13:44:46,In-Store,21047,978,22025
T00032150,S0001,C000917,2025-08-20T08:21:29,In-Store,5597,209,5806
T00032151,S0001,C000206,2025-08-20T10:23:26,In-Store,3839,85,3924
T00032152,S0001,,2025-08-20T09:55:46,In-Store,3637,276,3913
T00032153,S0001,,2025-08-20T18:15:47,In-Store,7508,148,7656
T00032154,S0001,C000475,2025-08-20T10:02:48,In-Store,10680,645,11325
T00032155,S0001,C000456,2025-08-20T18:14:10,In-Store,6748,375,7123
T00032156,S0001,C000683,2025-08-20T12:29:51,In-Store,8191,668,8859
T00032157,S0001,C000722,2025-08-20T11:22:32,In-Store,3432,147,3579
T00032158,S0001,C000661,2025-08-20T08:31:21,In-Store,3245,140,3385
T00032159,S0001,C000871,2025-08-20T13:02:43,In-Store,9759,445,10204
T00032160,S0001,C000074,2025-08-20T08:58:50,In-Store,6233,264,6497
T00032161,S0001,C000513,2025-08-20T12:44:21,In-Store,7962,98,8060
T00032162,S0001,C000761,2025-08-20T11:49:54,In-Store,6700,90,6790
T00032163,S0001,C000377,2025-08-20T09:26:07,In-Store,8463,149,8612
T00032164,S0001,,2025-08-20T19:41:54,In-Store,2872,160,3032
T00032165,S0001,C000257,2025-08-20T18:51:48,In-Store,8805,736,9541
T00032166,S0001,,2025-08-20T12:21:25,In-Store,8611,698,9309
T00032167,S0001,C000280,2025-08-20T21:29:39,Online,5651,86,5737
T00032168,S0001,C000056,2025-08-20T12:49:48,Online,6938,64,7002
T00032169,S0001,C000320,2025-08-20T10:24:14,Online,11526,506,12032
T00032170,S0001,,2025-08-20T19:52:14,Online,6964,167,7131
T00032171,S0001,C000562,2025-08-20T10:23:10,Online,7489,471,7960
T00032172,S0001,C000502,2025-08-20T10:49:07,Online,10216,544,10760
T00032173,S0001,C000361,2025-08-20T09:20:54,Online,4759,149,4908
T00032174,S0001,C000908,2025-08-20T12:24:05,Online,6140,402,6542
T00032175,S0001,C000766,2025-08-20T10:10:02,Online,7026,297,7323
T00032176,S0001,C000183,2025-08-20T21:32:36,Online,3872,0,3872
T00032177,S0001,C000904,2025-08-20T09:32:40,Online,4865,46,4911
T00032178,S0001,C000579,2025-08-20T10:13:55,Online,18841,197,19038
T00032179,S0001,C000380,2025-08-20T19:31:32,Online,10304,216,10520
T00032180,S0001,C000653,2025-08-20T10:17:37,Online,12800,576,13376
T00032181,S0001,C000771,2025-08-20T19:09:33,Online,6686,149,6835
T00032182,S0001,C000634,2025-08-20T21:08:32,Online,13496,413,13909
T00032183,S0001,,2025-08-20T09:39:39,Online,4369,103,4472
T00032184,S0001,C000316,2025-08-20T21:52:30,Online,9186,364,9550
T00032185,S0001,C000780,2025-08-20T20:42:55,Online,9104,704,9808
T00032186,S0001,C000748,2025-08-20T12:22:10,Online,21350,1436,22786
T00032187,S0001,C000416,2025-08-20T10:16:45,Online,4359,192,4551
T00032188,S0001,,2025-08-20T10:36:45,Online,4618,268,4886
T00032189,S0001,C000503,2025-08-20T20:44:57,Online,10195,554,10749
T00032190,S0001,C000598,2025-08-20T20:23:42,Online,2388,0,2388
T00032191,S0002,,2025-08-20T09:46:52,In-Store,16152,1317,17469
T00032192,S0002,C001009,2025-08-20T09:39:42,In-Store,17395,1230,18625
T00032193,S0002,C001572,2025-08-20T13:47:07,In-Store,4588,0,4588
T00032194,S0002,C001124,2025-08-20T13:06:15,In-Store,4919,0,4919
T00032195,S0002,C001788,2025-08-20T12:42:16,In-Store,8129,195,8324
T00032196,S0002,C001235,2025-08-20T12:18:16,In-Store,3447,204,3651
T00032197,S0002,C001917,2025-08-20T18:00:36,In-Store,9262,565,9827
T00032198,S0002,C001108,2025-08-20T11:04:59,In-Store,13351,696,14047
T00032199,S0002,C001967,2025-08-20T09:02:32,In-Store,11863,639,12502
T00032200,S0002,,2025-08-20T19:52:52,In-Store,17251,1531,18782
T00032201,S0002,C001153,2025-08-20T13:11:17,In-Store,5770,316,6086
T00032202,S0002,C001728,2025-08-20T10:30:43,In-Store,9612,410,10022
T00032203,S0002,C001763,2025-08-20T18:40:46,In-Store,8108,366,8474
T00032204,S0002,C001184,2025-08-20T08:51:32,In-Store,2516,0,2516
T00032205,S0002,C001092,2025-08-20T12:16:33,In-Store,3953,190,4143
T00032206,S0002,C001495,2025-08-20T12:26:24,In-Store,12356,531,12887
T00032207,S0002,C001248,2025-08-20T12:26:29,In-Store,2161,34,2195
T00032208,S0002,C001241,2025-08-20T09:09:32,In-Store,9083,441,9524
T00032209,S0002,C001259,2025-08-20T17:33:17,In-Store,15226,704,15930
T00032210,S0002,C001182,2025-08-20T19:28:16,In-Store,7739,686,8425
T00032211,S0002,C001330,2025-08-20T11:51:02,In-Store,8779,153,8932
T00032212,S0002,C001300,2025-08-20T08:50:46,In-Store,9363,347,9710
T00032213,S0002,C001496,2025-08-20T16:32:33,In-Store,7228,421,7649
T00032214,S0002,C001399,2025-08-20T12:13:18,In-Store,10204,102,10306
T00032215,S0002,C001250,2025-08-20T16:12:28,In-Store,6884,611,7495
T00032216,S0002,C001180,2025-08-20T12:54:48,In-Store,3320,76,3396
T00032217,S0002,C001564,2025-08-20T19:35:57,In-Store,4287,345,4632
T00032218,S0002,C001897,2025-08-20T12:21:20,In-Store,8560,324,8884
T00032219,S0002,C001623,2025-08-20T08:16:54,In-Store,10617,278,10895
T00032220,S0002,,2025-08-20T10:51:44,In-Store,6441,372,6813
T00032221,S0002,C001250,2025-08-20T18:05:06,In-Store,3598,290,3888
T00032222,S0002,C001549,2025-08-20T08:46:15,In-Store,1617,14,1631
T00032223,S0002,C001692,2025-08-20T12:17:20,In-Store,2793,144,2937
T00032224,S0002,,2025-08-20T09:12:58,In-Store,7384,537,7921
T00032225,S0002,C001914,2025-08-20T19:46:56,In-Store,6679,194,6873
T00032226,S0002,,2025-08-20T14:29:17,In-Store,8284,635,8919
T00032227,S0002,C001285,2025-08-20T13:27:43,In-Store,6635,264,6899
T00032228,S0002,C001997,2025-08-20T12:42:53,In-Store,7631,292,7923
T00032229,S0002,C001898,2025-08-20T17:11:56,In-Store,2607,83,2690
T00032230,S0002,,2025-08-20T13:24:57,In-Store,3433,0,3433
T00032231,S0002,C001645,2025-08-20T18:45:22,In-Store,7387,599,7986
T00032232,S0002,C001317,2025-08-20T10:23:58,In-Store,12177,504,12681
T00032233,S0002,,2025-08-20T08:16:49,In-Store,4777,146,4923
T00032234,S0002,C001685,2025-08-20T16:52:02,In-Store,3571,149,3720
T00032235,S0002,C001044,2025-08-20T19:34:46,In-Store,20599,1060,21659
T00032236,S0002,C001666,2025-08-20T16:21:04,In-Store,12920,944,13864
T00032237,S0002,C001320,2025-08-20T12:05:52,In-Store,4604,0,4604
T00032238,S0002,C001398,2025-08-20T16:28:07,In-Store,3846,103,3949
T00032239,S0002,C001846,2025-08-20T08:33:23,In-Store,11494,700,12194
T00032240,S0002,C001116,2025-08-20T13:34:29,In-Store,6315,270,6585
T00032241,S0002,C001843,2025-08-20T11:55:49,In-Store,18343,770,19113
T00032242,S0002,C001118,2025-08-20T17:29:27,In-Store,6350,414,6764
T00032243,S0002,C001767,2025-08-20T08:59:59,In-Store,7772,502,8274
T00032244,S0002,C001272,2025-08-20T19:34:46,In-Store,9261,269,9530
T00032245,S0002,C001358,2025-08-20T08:06:05,In-Store,5969,151,6120
T00032246,S0002,C001488,2025-08-20T18:49:42,In-Store,11134,402,11536
T00032247,S0002,C001496,2025-08-20T08:41:38,In-Store,5790,51,5841
T00032248,S0002,,2025-08-20T08:28:07,In-Store,7931,277,8208
T00032249,S0002,,2025-08-20T18:45:35,In-Store,6418,379,6797
T00032250,S0002,C001843,2025-08-20T14:20:51,In-Store,13227,953,14180
T00032251,S0002,C001620,2025-08-20T13:32:11,In-Store,8613,569,9182
T00032252,S0002,C001095,2025-08-20T13:15:54,In-Store,8874,552,9426
T00032253,S0002,C001556,2025-08-20T12:42:32,In-Store,2339,0,2339
T00032254,S0002,C001862,2025-08-20T16:41:34,In-Store,6599,307,6906
T00032255,S0002,C001882,2025-08-20T13:21:55,In-Store,6191,417,6608
T00032256,S0002,,2025-08-20T15:16:00,In-Store,3856,0,3856
T00032257,S0002,C001748,2025-08-20T09:55:13,In-Store,3411,242,3653
T00032258,S0002,,2025-08-20T09:43:43,In-Store,7579,244,7823
T00032259,S0002,C001614,2025-08-20T18:20:06,In-Store,3518,249,3767
T00032260,S0002,C001488,2025-08-20T14:17:41,In-Store,8321,467,8788
T00032261,S0002,C001467,2025-08-20T19:06:10,In-Store,2696,70,2766
T00032262,S0002,C001973,2025-08-20T12:31:34,In-Store,4334,224,4558
T00032263,S0002,,2025-08-20T19:37:47,In-Store,9571,451,10022
T00032264,S0002,C001464,2025-08-20T19:33:33,In-Store,2950,58,3008
T00032265,S0002,C001772,2025-08-20T08:32:06,In-Store,15892,551,16443
T00032266,S0002,C001888,2025-08-20T16:55:14,In-Store,3963,69,4032
T00032267,S0002,C001837,2025-08-20T17:45:08,In-Store,7746,490,8236
T00032268,S0002,C001273,2025-08-20T12:15:02,In-Store,2159,110,2269
T00032269,S0002,C001620,2025-08-20T11:28:13,In-Store,10348,692,11040
T00032270,S0002,C001320,2025-08-20T19:18:39,In-Store,6179,258,6437
T00032271,S0002,C001256,2025-08-20T16:29:42,In-Store,4965,304,5269
T00032272,S0002,C001065,2025-08-20T13:43:05,In-Store,8101,395,8496
T00032273,S0002,C001847,2025-08-20T11:33:27,In-Store,7063,310,7373
T00032274,S0002,C001319,2025-08-20T12:04:31,In-Store,21118,944,22062
T00032275,S0002,C001543,2025-08-20T10:29:30,In-Store,18731,594,19325
T00032276,S0002,C001603,2025-08-20T08:52:14,In-Store,6195,289,6484
T00032277,S0002,C001257,2025-08-20T13:27:36,In-Store,5445,104,5549
T00032278,S0002,C001346,2025-08-20T08:44:17,In-Store,3865,290,4155
T00032279,S0002,C001077,2025-08-20T18:43:31,In-Store,14307,1269,15576
T00032280,S0002,C001607,2025-08-20T13:39:13,In-Store,8010,265,8275
T00032281,S0002,C001417,2025-08-20T09:48:38,In-Store,7978,305,8283
T00032282,S0002,C001906,2025-08-20T16:36:16,In-Store,9460,359,9819
T00032283,S0002,C001780,2025-08-20T08:16:10,In-Store,2504,0,2504
T00032284,S0002,C001722,2025-08-20T10:35:52,In-Store,11362,532,11894
T00032285,S0002,C001030,2025-08-20T08:17:56,In-Store,8227,677,8904
T00032286,S0002,C001228,2025-08-20T18:48:36,In-Store,4074,103,4177
T00032287,S0002,C001162,2025-08-20T19:45:03,Online,4679,359,5038
T00032288,S0002,C001406,2025-08-20T09:17:10,Online,9008,191,9199
T00032289,S0002,C001478,2025-08-20T09:38:05,Online,2955,225,3180
T00032290,S0002,C001090,2025-08-20T09:29:01,Online,2933,0,2933
T00032291,S0002,C001029,2025-08-20T10:59:10,Online,4631,0,4631
T00032292,S0002,C001306,2025-08-20T12:37:11,Online,9337,479,9816
T00032293,S0002,C001190,2025-08-20T09:02:33,Online,4271,290,4561
T00032294,S0002,C001148,2025-08-20T10:16:19,Online,6016,46,6062
T00032295,S0002,C001762,2025-08-20T20:53:02,Online,8059,339,8398
T00032296,S0002,,2025-08-20T19:13:39,Online,6124,101,6225
T00032297,S0002,C001111,2025-08-20T09:45:54,Online,4244,0,4244
T00032298,S0002,C001970,2025-08-20T10:51:28,Online,7847,262,8109
T00032299,S0002,C001230,2025-08-20T19:30:31,Online,5393,360,5753
T00032300,S0002,C001795,2025-08-20T10:31:32,Online,3518,0,3518
T00032301,S0002,C001663,2025-08-20T09:28:54,Online,6331,0,6331
T00032302,S0002,C001786,2025-08-20T19:02:43,Online,8845,465,9310
T00032303,S0002,C001945,2025-08-20T10:47:24,Online,7735,588,8323
T00032304,S0002,,2025-08-20T10:37:54,Online,7651,498,8149
T00032305,S0002,,2025-08-20T19:37:15,Online,5959,444,6403
T00032306,S0002,C001551,2025-08-20T12:32:38,Online,16083,1052,17135
T00032307,S0002,C001668,2025-08-20T09:02:31,Online,3943,45,3988
T00032308,S0002,C001628,2025-08-20T10:35:26,Online,5499,151,5650
T00032309,S0002,C001997,2025-08-20T20:12:43,Online,2316,182,2498
T00032310,S0002,C001043,2025-08-20T09:00:34,Online,11826,1050,12876
T00032311,S0003,C002793,2025-08-20T13:08:55,In-Store,5792,239,6031
T00032312,S0003,C002469,2025-08-20T11:18:50,In-Store,7995,710,8705
T00032313,S0003,C002743,2025-08-20T19:37:55,In-Store,6120,286,6406
T00032314,S0003,C002253,2025-08-20T08:13:46,In-Store,15100,824,15924
T00032315,S0003,,2025-08-20T18:38:48,In-Store,17860,532,18392
T00032316,S0003,C002682,2025-08-20T13:02:22,In-Store,10057,803,10860
T00032317,S0003,C002367,2025-08-20T08:45:04,In-Store,13053,500,13553
T00032318,S0003,C002628,2025-08-20T13:59:49,In-Store,6245,0,6245
T00032319,S0003,C002229,2025-08-20T11:15:05,In-Store,5368,285,5653
T00032320,S0003,C002704,2025-08-20T09:58:16,In-Store,13394,110,13504
T00032321,S0003,C002933,2025-08-20T14:06:16,In-Store,9266,637,9903
T00032322,S0003,C002446,2025-08-20T17:42:45,In-Store,5355,0,5355
T00032323,S0003,C002725,2025-08-20T12:33:47,In-Store,11283,710,11993
T00032324,S0003,C002593,2025-08-20T09:18:05,In-Store,3103,199,3302
T00032325,S0003,C002549,2025-08-20T09:43:56,In-Store,5584,386,5970
T00032326,S0003,C002331,2025-08-20T14:27:37,In-Store,5839,0,5839
T00032327,S0003,,2025-08-20T19:58:31,In-Store,7549,647,8196
T00032328,S0003,C002754,2025-08-20T15:53:59,In-Store,5379,331,5710
T00032329,S0003,C002009,2025-08-20T08:40:49,In-Store,7907,702,8609
T00032330,S0003,,2025-08-20T14:02:31,In-Store,3510,132,3642
T00032331,S0003,C002152,2025-08-20T13:08:40,In-Store,6734,333,7067
T00032332,S0003,C002738,2025-08-20T08:39:00,In-Store,6464,527,6991
T00032333,S0003,C002197,2025-08-20T12:29:44,In-Store,1594,45,1639
T00032334,S0003,C002399,2025-08-20T10:34:57,In-Store,12217,547,12764
T00032335,S0003,C002008,2025-08-20T16:36:28,In-Store,6809,200,7009
T00032336,S0003,C002228,2025-08-20T18:09:36,In-Store,6455,49,6504
T00032337,S0003,C002605,2025-08-20T09:37:51,In-Store,11318,0,11318
T00032338,S0003,C002719,2025-08-20T08:38:23,In-Store,4201,298,4499
T00032339,S0003,C002509,2025-08-20T12:35:34,In-Store,9360,111,9471
T00032340,S0003,C002197,2025-08-20T14:06:29,In-Store,3872,0,3872
T00032341,S0003,C002678,2025-08-20T08:25:45,In-Store,7095,463,7558
T00032342,S0003,C002466,2025-08-20T14:52:03,In-Store,8454,173,8627
T00032343,S0003,C002312,2025-08-20T16:18:09,In-Store,10135,683,10818
T00032344,S0003,C002569,2025-08-20T12:17:13,In-Store,12615,562,13177
T00032345,S0003,C002369,2025-08-20T08:38:13,In-Store,8613,0,8613
T00032346,S0003,,2025-08-20T09:57:50,In-Store,11474,699,12173
T00032347,S0003,,2025-08-20T19:53:33,In-Store,11379,732,12111
T00032348,S0003,C002950,2025-08-20T19:09:32,In-Store,10841,712,11553
T00032349,S0003,,2025-08-20T18:57:52,In-Store,10510,774,11284
T00032350,S0003,C002588,2025-08-20T13:40:29,In-Store,5550,396,5946
T00032351,S0003,C002592,2025-08-20T17:07:25,In-Store,9805,610,10415
T00032352,S0003,C002086,2025-08-20T16:17:32,In-Store,9489,284,9773
T00032353,S0003,C002427,2025-08-20T17:21:09,In-Store,4568,217,4785
T00032354,S0003,C002460,2025-08-20T09:53:28,In-Store,1775,0,1775
T00032355,S0003,C002678,2025-08-20T08:00:31,In-Store,13415,854,14269
T00032356,S0003,C002482,2025-08-20T09:38:30,In-Store,5508,436,5944
T00032357,S0003,C002522,2025-08-20T14:07:33,In-Store,3730,0,3730
T00032358,S0003,C002020,2025-08-20T18:48:05,In-Store,8381,428,8809
T00032359,S0003,C002228,2025-08-20T14:52:14,In-Store,11893,900,12793
T00032360,S0003,C002997,2025-08-20T15:11:50,In-Store,4368,359,4727
T00032361,S0003,C002282,2025-08-20T13:01:09,In-Store,6422,156,6578
T00032362,S0003,C002623,2025-08-20T13:41:46,In-Store,18172,1215,19387
T00032363,S0003,C002934,2025-08-20T14:53:48,In-Store,14810,1059,15869
T00032364,S0003,,2025-08-20T14:43:54,In-Store,11359,257,11616
T00032365,S0003,C002128,2025-08-20T16:31:06,In-Store,4119,297,4416
T00032366,S0003,,2025-08-20T17:51:07,In-Store,15635,953,16588
T00032367,S0003,C002619,2025-08-20T17:11:22,In-Store,4298,209,4507
T00032368,S0003,C002959,2025-08-20T11:03:02,In-Store,2445,0,2445
T00032369,S0003,C002754,2025-08-20T17:29:52,In-Store,4028,267,4295
T00032370,S0003,,2025-08-20T19:16:14,In-Store,3283,248,3531
T00032371,S0003,,2025-08-20T16:11:54,In-Store,9049,298,9347
T00032372,S0003,C002562,2025-08-20T17:45:57,In-Store,15778,676,16454
T00032373,S0003,C002107,2025-08-20T18:37:27,In-Store,3700,0,3700
T00032374,S0003,C002459,2025-08-20T09:52:12,In-Store,2361,126,2487
T00032375,S0003,C002502,2025-08-20T11:16:51,In-Store,2898,0,2898
T00032376,S0003,C002250,2025-08-20T18:07:41,In-Store,9064,491,9555
T00032377,S0003,C002453,2025-08-20T09:11:00,In-Store,16666,874,17540
T00032378,S0003,C002134,2025-08-20T10:04:40,In-Store,4905,0,4905
T00032379,S0003,,2025-08-20T08:41:52,In-Store,5773,129,5902
T00032380,S0003,C002624,2025-08-20T17:27:15,In-Store,5856,370,6226
T00032381,S0003,C002177,2025-08-20T15:28:50,In-Store,10640,366,11006
T00032382,S0003,C002363,2025-08-20T19:43:14,In-Store,8726,542,9268
T00032383,S0003,C002528,2025-08-20T18:05:21,In-Store,10179,739,10918
T00032384,S0003,C002930,2025-08-20T10:54:39,In-Store,9174,309,9483
T00032385,S0003,,2025-08-20T17:17:47,In-Store,3846,122,3968
T00032386,S0003,,2025-08-20T18:33:40,In-Store,15417,1143,16560
T00032387,S0003,C002761,2025-08-20T08:10:16,In-Store,6193,223,6416
T00032388,S0003,C002856,2025-08-20T12:06:58,In-Store,4173,317,4490
T00032389,S0003,C002471,2025-08-20T11:01:08,In-Store,11137,656,11793
T00032390,S0003,C002592,2025-08-20T14:36:13,In-Store,8348,0,8348
T00032391,S0003,C002248,2025-08-20T12:23:22,In-Store,11183,949,12132
T00032392,S0003,C002059,2025-08-20T13:32:49,In-Store,3081,0,3081
T00032393,S0003,C002980,2025-08-20T13:15:42,In-Store,5194,86,5280
T00032394,S0003,C002103,2025-08-20T19:05:37,In-Store,6709,171,6880
T00032395,S0003,C002747,2025-08-20T09:03:37,In-Store,4774,302,5076
T00032396,S0003,C002979,2025-08-20T19:08:14,In-Store,8677,608,9285
T00032397,S0003,C002417,2025-08-20T09:37:31,In-Store,6665,0,6665
T00032398,S0003,C002509,2025-08-20T08:35:48,In-Store,7591,542,8133
T00032399,S0003,C002637,2025-08-20T10:24:29,In-Store,10119,563,10682
T00032400,S0003,C002380,2025-08-20T14:23:51,In-Store,10333,422,10755
T00032401,S0003,C002257,2025-08-20T18:22:09,In-Store,5787,429,6216
T00032402,S0003,C002401,2025-08-20T12:52:49,In-Store,3838,142,3980
T00032403,S0003,C002835,2025-08-20T13:12:36,In-Store,8771,169,8940
T00032404,S0003,C002290,2025-08-20T15:04:02,In-Store,2596,34,2630
T00032405,S0003,C002017,2025-08-20T18:17:43,In-Store,3759,96,3855
T00032406,S0003,C002123,2025-08-20T09:53:02,In-Store,6569,118,6687
T00032407,S0003,C002320,2025-08-20T21:25:01,Online,7246,180,7426
T00032408,S0003,C002570,2025-08-20T20:25:52,Online,8671,695,9366
T00032409,S0003,C002963,2025-08-20T10:21:19,Online,6837,243,7080
T00032410,S0003,C002380,2025-08-20T19:35:52,Online,7153,419,7572
T00032411,S0003,C002553,2025-08-20T09:47:07,Online,14892,407,15299
T00032412,S0003,C002605,2025-08-20T21:40:24,Online,17243,1293,18536
T00032413,S0003,C002543,2025-08-20T09:30:23,Online,2068,0,2068
T00032414,S0003,C002785,2025-08-20T19:35:22,Online,5859,47,5906
T00032415,S0003,C002645,2025-08-20T11:37:17,Online,14819,731,15550
T00032416,S0003,C002258,2025-08-20T13:54:35,Online,9150,511,9661
T00032417,S0003,,2025-08-20T13:25:42,Online,7602,478,8080
T00032418,S0003,,2025-08-20T13:56:23,Online,9744,670,10414
T00032419,S0003,C002682,2025-08-20T19:20:03,Online,18516,1037,19553
T00032420,S0003,C002836,2025-08-20T19:53:28,Online,7323,397,7720
T00032421,S0003,C002362,2025-08-20T19:21:06,Online,10050,454,10504
T00032422,S0003,C002466,2025-08-20T10:22:01,Online,9826,448,10274
T00032423,S0003,C002580,2025-08-20T19:00:41,Online,7313,492,7805
T00032424,S0003,C002911,2025-08-20T20:07:38,Online,8223,668,8891
T00032425,S0003,C002049,2025-08-20T21:16:22,Online,8133,425,8558
T00032426,S0003,C002463,2025-08-20T12:55:05,Online,3934,98,4032
T00032427,S0003,C002939,2025-08-20T13:06:48,Online,5647,418,6065
T00032428,S0003,C002931,2025-08-20T10:24:45,Online,9010,389,9399
T00032429,S0003,C002437,2025-08-20T20:35:58,Online,8682,553,9235
T00032430,S0003,C002381,2025-08-20T10:17:06,Online,3177,212,3389
T00032431,S0004,C003319,2025-08-20T18:15:19,In-Store,4770,64,4834
T00032432,S0004,C003871,2025-08-20T09:16:48,In-Store,7164,505,7669
T00032433,S0004,C003273,2025-08-20T09:48:19,In-Store,4509,400,4909
T00032434,S0004,C003399,2025-08-20T08:03:41,In-Store,4732,208,4940
T00032435,S0004,C003075,2025-08-20T09:39:19,In-Store,2774,0,2774
T00032436,S0004,C003194,2025-08-20T19:50:55,In-Store,14599,632,15231
T00032437,S0004,C003061,2025-08-20T17:42:48,In-Store,13688,674,14362
T00032438,S0004,C003305,2025-08-20T16:14:38,In-Store,7026,392,7418
T00032439,S0004,C003364,2025-08-20T11:29:55,In-Store,5193,256,5449
T00032440,S0004,C003405,2025-08-20T18:58:13,In-Store,8897,295,9192
T00032441,S0004,,2025-08-20T18:20:50,In-Store,4779,289,5068
T00032442,S0004,C003790,2025-08-20T12:40:49,In-Store,6566,0,6566
T00032443,S0004,C003275,2025-08-20T09:20:01,In-Store,10516,394,10910
T00032444,S0004,C003884,2025-08-20T11:50:48,In-Store,15948,815,16763
T00032445,S0004,C003780,2025-08-20T18:57:23,In-Store,5945,131,6076
T00032446,S0004,C003112,2025-08-20T18:56:30,In-Store,3732,0,3732
T00032447,S0004,C003134,2025-08-20T08:01:04,In-Store,5800,410,6210
T00032448,S0004,C003093,2025-08-20T13:19:47,In-Store,3821,210,4031
T00032449,S0004,C003402,2025-08-20T11:04:32,In-Store,3216,0,3216
T00032450,S0004,C003982,2025-08-20T10:53:43,In-Store,3115,95,3210
T00032451,S0004,C003110,2025-08-20T09:24:36,In-Store,1975,0,1975
T00032452,S0004,C003153,2025-08-20T16:31:01,In-Store,7818,337,8155
T00032453,S0004,,2025-08-20T08:06:50,In-Store,9436,798,10234
T00032454,S0004,C003523,2025-08-20T15:01:57,In-Store,4220,0,4220
T00032455,S0004,C003927,2025-08-20T09:25:31,In-Store,13492,605,14097
T00032456,S0004,C003997,2025-08-20T09:27:57,In-Store,6030,496,6526
T00032457,S0004,,2025-08-20T08:24:41,In-Store,7480,383,7863
T00032458,S0004,C003795,2025-08-20T18:38:46,In-Store,8151,392,8543
T00032459,S0004,C003688,2025-08-20T08:09:25,In-Store,21270,906,22176
T00032460,S0004,C003090,2025-08-20T17:28:04,In-Store,5266,280,5546
T00032461,S0004,C003544,2025-08-20T10:40:08,In-Store,11579,1028,12607
T00032462,S0004,C003177,2025-08-20T11:21:57,In-Store,5686,0,5686
T00032463,S0004,,2025-08-20T15:45:27,In-Store,6998,210,7208
T00032464,S0004,C003470,2025-08-20T09:48:43,In-Store,15972,777,16749
T00032465,S0004,C003910,2025-08-20T16:50:40,In-Store,12917,384,13301
T00032466,S0004,C003296,2025-08-20T14:08:37,In-Store,8495,173,8668
T00032467,S0004,C003987,2025-08-20T08:59:47,In-Store,3956,28,3984
T00032468,S0004,C003837,2025-08-20T18:28:33,In-Store,4973,267,5240
T00032469,S0004,,2025-08-20T17:47:16,In-Store,7862,266,8128
T00032470,S0004,C003210,2025-08-20T19:42:35,In-Store,2078,94,2172
T00032471,S0004,C003629,2025-08-20T17:06:34,In-Store,4181,0,4181
T00032472,S0004,C003797,2025-08-20T19:02:29,In-Store,7358,564,7922
T00032473,S0004,C003986,2025-08-20T12:48:43,In-Store,4356,258,4614
T00032474,S0004,C003531,2025-08-20T15:05:58,In-Store,4810,273,5083
T00032475,S0004,C003951,2025-08-20T14:59:40,In-Store,3089,0,3089
