product_id,upc,brand,product_name,category,subcategory,size,unit_of_measure,base_price_cents,tax_code,is_perishable,is_age_restricted,brand_tier,created_date
P01505,100000001504,Gotham Goods,Gotham Goods Yogurt 24 oz,Dairy & Eggs,Yogurt,24 oz,oz,263,FOOD_NONTAX,True,False,National,2024-01-15
P01506,100000001505,Fifth Ave Reserve,Fifth Ave Reserve Frozen Pizza 16 oz,Frozen Foods,Frozen Pizza,16 oz,oz,688,FOOD_NONTAX,False,False,Premium,2024-01-15
P01507,100000001506,MetroFresh,MetroFresh Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,1161,FOOD_NONTAX,True,False,National,2024-01-15
P01508,100000001507,Mancino Essentials,Mancino Essentials Chicken 32 oz,Meat and Seafood,Chicken,32 oz,oz,1040,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01509,100000001508,EastRiver,EastRiver Beer 750 ml,Alcohol,Beer,750 ml,ml,1673,ALCOHOL,False,True,National,2024-01-15
P01510,100000001509,MetroFresh,MetroFresh Pasta 1 L,Grains and Pasta,Pasta,1 L,L,378,FOOD_NONTAX,False,False,National,2024-01-15
P01511,100000001510,Mancino Essentials,Mancino Essentials Salmon 1 L,Meat and Seafood,Salmon,1 L,L,1012,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01512,100000001511,Mancino Select,Mancino Select Chocolate 24 oz,Candy,Chocolate,24 oz,oz,445,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01513,100000001512,Mancino Essentials,Mancino Essentials Chocolate 12 pk,Candy,Chocolate,12 pk,ct,498,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01514,100000001513,Mancino Private Label,Mancino Private Label Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,451,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01515,100000001514,Mancino Essentials,Mancino Essentials Beer 2 lb,Alcohol,Beer,2 lb,lb,1777,ALCOHOL,False,True,Private Label,2024-01-15
P01516,100000001515,Harbor & Co.,Harbor & Co. Cold Cuts 1 lb,Deli,Cold Cuts,1 lb,lb,609,FOOD_NONTAX,True,False,National,2024-01-15
P01517,100000001516,EastRiver,EastRiver Flour 16 oz,Baking,Flour,16 oz,oz,593,FOOD_NONTAX,False,False,National,2024-01-15
P01518,100000001517,Mancino Private Label,Mancino Private Label Potato Chips 32 oz,Snacks/Cookies/Chips,Potato Chips,32 oz,oz,270,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01519,100000001518,EastRiver,EastRiver Cold Cuts 24 oz,Deli,Cold Cuts,24 oz,oz,556,FOOD_NONTAX,True,False,National,2024-01-15
P01520,100000001519,Hudson Valley,Hudson Valley Flour 12 pk,Baking,Flour,12 pk,ct,486,FOOD_NONTAX,False,False,National,2024-01-15
P01521,100000001520,MetroFresh,MetroFresh Prepared Salad 12 oz,Prepared Meals,Prepared Salad,12 oz,oz,893,FOOD_TAXABLE,True,False,National,2024-01-15
P01522,100000001521,Harbor & Co.,Harbor & Co. Yogurt 12 pk,Dairy & Eggs,Yogurt,12 pk,ct,578,FOOD_NONTAX,True,False,National,2024-01-15
P01523,100000001522,MetroFresh,MetroFresh Bread 750 ml,Bakery,Bread,750 ml,ml,431,FOOD_NONTAX,True,False,National,2024-01-15
P01524,100000001523,Mancino Private Label,Mancino Private Label Flour 12 pk,Baking,Flour,12 pk,ct,669,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01525,100000001524,Mancino Essentials,Mancino Essentials Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,442,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01526,100000001525,Gotham Goods,Gotham Goods Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,445,FOOD_NONTAX,False,False,National,2024-01-15
P01527,100000001526,Mancino Essentials,Mancino Essentials Chocolate 1 lb,Candy,Chocolate,1 lb,lb,205,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01528,100000001527,Mancino Essentials,Mancino Essentials Flour 1 L,Baking,Flour,1 L,L,369,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01529,100000001528,Harbor & Co.,Harbor & Co. Milk 16 oz,Dairy & Eggs,Milk,16 oz,oz,362,FOOD_NONTAX,True,False,National,2024-01-15
P01530,100000001529,Mancino Private Label,Mancino Private Label Wine 1 L,Alcohol,Wine,1 L,L,1565,ALCOHOL,False,True,Private Label,2024-01-15
P01531,100000001530,Harbor & Co.,Harbor & Co. Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,373,FOOD_NONTAX,False,False,National,2024-01-15
P01532,100000001531,Harbor & Co.,Harbor & Co. Bread 16 oz,Bakery,Bread,16 oz,oz,317,FOOD_NONTAX,True,False,National,2024-01-15
P01533,100000001532,Mancino Essentials,Mancino Essentials Sparkling Water 12 pk,Beverages,Sparkling Water,12 pk,ct,480,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01534,100000001533,Gotham Goods,Gotham Goods Milk 750 ml,Dairy & Eggs,Milk,750 ml,ml,597,FOOD_NONTAX,True,False,National,2024-01-15
P01535,100000001534,Fifth Ave Reserve,Fifth Ave Reserve Bread 1 lb,Bakery,Bread,1 lb,lb,596,FOOD_NONTAX,True,False,Premium,2024-01-15
P01536,100000001535,MetroFresh,MetroFresh Beer 24 oz,Alcohol,Beer,24 oz,oz,1756,ALCOHOL,False,True,National,2024-01-15
P01537,100000001536,SoHo Artisan,SoHo Artisan Pasta 32 oz,Grains and Pasta,Pasta,32 oz,oz,337,FOOD_NONTAX,False,False,Premium,2024-01-15
P01538,100000001537,MetroFresh,MetroFresh Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1588,FOOD_TAXABLE,False,False,National,2024-01-15
P01539,100000001538,Mancino Essentials,Mancino Essentials Cereal 24 oz,Breakfast & Cereal,Cereal,24 oz,oz,660,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01540,100000001539,Mancino Private Label,Mancino Private Label Frozen Pizza 12 oz,Frozen Foods,Frozen Pizza,12 oz,oz,976,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01541,100000001540,MetroFresh,MetroFresh Pasta 24 oz,Grains and Pasta,Pasta,24 oz,oz,303,FOOD_NONTAX,False,False,National,2024-01-15
P01542,100000001541,Gotham Goods,Gotham Goods Flour 12 pk,Baking,Flour,12 pk,ct,451,FOOD_NONTAX,False,False,National,2024-01-15
P01543,100000001542,Mancino Select,Mancino Select Milk 2 lb,Dairy & Eggs,Milk,2 lb,lb,544,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01544,100000001543,Mancino Private Label,Mancino Private Label Yogurt 1 L,Dairy & Eggs,Yogurt,1 L,L,576,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01545,100000001544,Village Choice,Village Choice Cold Cuts 6 pk,Deli,Cold Cuts,6 pk,ct,724,FOOD_NONTAX,True,False,Premium,2024-01-15
P01546,100000001545,Mancino Select,Mancino Select Flour 24 oz,Baking,Flour,24 oz,oz,681,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01547,100000001546,MetroFresh,MetroFresh Soda 2 lb,Beverages,Soda,2 lb,lb,628,FOOD_TAXABLE,False,False,National,2024-01-15
P01548,100000001547,Hudson Valley,Hudson Valley Flour 16 oz,Baking,Flour,16 oz,oz,394,FOOD_NONTAX,False,False,National,2024-01-15
P01549,100000001548,Mancino Select,Mancino Select Prepared Salad 6 pk,Prepared Meals,Prepared Salad,6 pk,ct,1091,FOOD_TAXABLE,True,False,Private Label,2024-01-15
P01550,100000001549,Gotham Goods,Gotham Goods Milk 1 lb,Dairy & Eggs,Milk,1 lb,lb,551,FOOD_NONTAX,True,False,National,2024-01-15
P01551,100000001550,Gotham Goods,Gotham Goods Chicken 12 pk,Meat and Seafood,Chicken,12 pk,ct,1026,FOOD_NONTAX,True,False,National,2024-01-15
P01552,100000001551,Fifth Ave Reserve,Fifth Ave Reserve Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,895,FOOD_NONTAX,False,False,Premium,2024-01-15
P01553,100000001552,Fifth Ave Reserve,Fifth Ave Reserve Dog Kibble 1 lb,Pet Food,Dog Kibble,1 lb,lb,1615,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01554,100000001553,MetroFresh,MetroFresh Salmon 32 oz,Meat and Seafood,Salmon,32 oz,oz,1285,FOOD_NONTAX,True,False,National,2024-01-15
P01555,100000001554,EastRiver,EastRiver Chocolate 12 pk,Candy,Chocolate,12 pk,ct,374,FOOD_TAXABLE,False,False,National,2024-01-15
P01556,100000001555,Hudson Valley,Hudson Valley Pasta 1 lb,Grains and Pasta,Pasta,1 lb,lb,184,FOOD_NONTAX,False,False,National,2024-01-15
P01557,100000001556,Village Choice,Village Choice Bread 24 oz,Bakery,Bread,24 oz,oz,420,FOOD_NONTAX,True,False,Premium,2024-01-15
P01558,100000001557,Mancino Private Label,Mancino Private Label Wine 6 pk,Alcohol,Wine,6 pk,ct,1474,ALCOHOL,False,True,Private Label,2024-01-15
P01559,100000001558,Fifth Ave Reserve,Fifth Ave Reserve Cat Kibble 1 L,Pet Food,Cat Kibble,1 L,L,1459,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01560,100000001559,Hudson Valley,Hudson Valley Milk 24 oz,Dairy & Eggs,Milk,24 oz,oz,496,FOOD_NONTAX,True,False,National,2024-01-15
P01561,100000001560,MetroFresh,MetroFresh Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,405,FOOD_TAXABLE,False,False,National,2024-01-15
P01562,100000001561,Mancino Essentials,Mancino Essentials Wine 1 L,Alcohol,Wine,1 L,L,1782,ALCOHOL,False,True,Private Label,2024-01-15
P01563,100000001562,Hudson Valley,Hudson Valley Chocolate 1 L,Candy,Chocolate,1 L,L,402,FOOD_TAXABLE,False,False,National,2024-01-15
P01564,100000001563,Mancino Select,Mancino Select Prepared Salad 1 L,Prepared Meals,Prepared Salad,1 L,L,1036,FOOD_TAXABLE,True,False,Private Label,2024-01-15
P01565,100000001564,MetroFresh,MetroFresh Bread 6 pk,Bakery,Bread,6 pk,ct,557,FOOD_NONTAX,True,False,National,2024-01-15
P01566,100000001565,Harbor & Co.,Harbor & Co. Potato Chips 12 pk,Snacks/Cookies/Chips,Potato Chips,12 pk,ct,574,FOOD_NONTAX,False,False,National,2024-01-15
P01567,100000001566,Harbor & Co.,Harbor & Co. Soda 12 pk,Beverages,Soda,12 pk,ct,364,FOOD_TAXABLE,False,False,National,2024-01-15
P01568,100000001567,Mancino Select,Mancino Select Flour 32 oz,Baking,Flour,32 oz,oz,604,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01569,100000001568,Mancino Private Label,Mancino Private Label Yogurt 16 oz,Dairy & Eggs,Yogurt,16 oz,oz,496,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01570,100000001569,EastRiver,EastRiver Frozen Pizza 12 oz,Frozen Foods,Frozen Pizza,12 oz,oz,817,FOOD_NONTAX,False,False,National,2024-01-15
P01571,100000001570,Mancino Private Label,Mancino Private Label Chocolate 32 oz,Candy,Chocolate,32 oz,oz,418,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01572,100000001571,MetroFresh,MetroFresh Milk 12 pk,Dairy & Eggs,Milk,12 pk,ct,482,FOOD_NONTAX,True,False,National,2024-01-15
P01573,100000001572,EastRiver,EastRiver Tomato Sauce 16 oz,Condiments/Sauces/Spices,Tomato Sauce,16 oz,oz,501,FOOD_NONTAX,False,False,National,2024-01-15
P01574,100000001573,Mancino Select,Mancino Select Wine 16 oz,Alcohol,Wine,16 oz,oz,1733,ALCOHOL,False,True,Private Label,2024-01-15
P01575,100000001574,Gotham Goods,Gotham Goods Chocolate 1 L,Candy,Chocolate,1 L,L,416,FOOD_TAXABLE,False,False,National,2024-01-15
P01576,100000001575,MetroFresh,MetroFresh Bread 1 lb,Bakery,Bread,1 lb,lb,386,FOOD_NONTAX,True,False,National,2024-01-15
P01577,100000001576,Village Choice,Village Choice Chocolate 12 pk,Candy,Chocolate,12 pk,ct,325,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01578,100000001577,Fifth Ave Reserve,Fifth Ave Reserve Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,376,FOOD_NONTAX,False,False,Premium,2024-01-15
P01579,100000001578,Mancino Essentials,Mancino Essentials Pasta 1 L,Grains and Pasta,Pasta,1 L,L,277,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01580,100000001579,EastRiver,EastRiver Dog Kibble 16 oz,Pet Food,Dog Kibble,16 oz,oz,1468,FOOD_TAXABLE,False,False,National,2024-01-15
P01581,100000001580,Village Choice,Village Choice Beer 12 pk,Alcohol,Beer,12 pk,ct,1681,ALCOHOL,False,True,Premium,2024-01-15
P01582,100000001581,Hudson Valley,Hudson Valley Cat Kibble 16 oz,Pet Food,Cat Kibble,16 oz,oz,1521,FOOD_TAXABLE,False,False,National,2024-01-15
P01583,100000001582,EastRiver,EastRiver Chocolate 32 oz,Candy,Chocolate,32 oz,oz,312,FOOD_TAXABLE,False,False,National,2024-01-15
P01584,100000001583,EastRiver,EastRiver Cat Kibble 1 lb,Pet Food,Cat Kibble,1 lb,lb,1401,FOOD_TAXABLE,False,False,National,2024-01-15
P01585,100000001584,Mancino Private Label,Mancino Private Label Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,512,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01586,100000001585,Gotham Goods,Gotham Goods Cold Cuts 16 oz,Deli,Cold Cuts,16 oz,oz,891,FOOD_NONTAX,True,False,National,2024-01-15
P01587,100000001586,Mancino Essentials,Mancino Essentials Soda 2 lb,Beverages,Soda,2 lb,lb,632,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01588,100000001587,Hudson Valley,Hudson Valley Beer 750 ml,Alcohol,Beer,750 ml,ml,1737,ALCOHOL,False,True,National,2024-01-15
P01589,100000001588,EastRiver,EastRiver Pasta 2 lb,Grains and Pasta,Pasta,2 lb,lb,354,FOOD_NONTAX,False,False,National,2024-01-15
P01590,100000001589,Mancino Private Label,Mancino Private Label Potato Chips 24 oz,Snacks/Cookies/Chips,Potato Chips,24 oz,oz,357,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01591,100000001590,EastRiver,EastRiver Pasta 1 lb,Grains and Pasta,Pasta,1 lb,lb,401,FOOD_NONTAX,False,False,National,2024-01-15
P01592,100000001591,Harbor & Co.,Harbor & Co. Bread 12 pk,Bakery,Bread,12 pk,ct,567,FOOD_NONTAX,True,False,National,2024-01-15
P01593,100000001592,Mancino Essentials,Mancino Essentials Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,616,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01594,100000001593,Mancino Essentials,Mancino Essentials Tomato Sauce 2 lb,Condiments/Sauces/Spices,Tomato Sauce,2 lb,lb,355,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01595,100000001594,MetroFresh,MetroFresh Pasta 24 oz,Grains and Pasta,Pasta,24 oz,oz,413,FOOD_NONTAX,False,False,National,2024-01-15
P01596,100000001595,MetroFresh,MetroFresh Bread 16 oz,Bakery,Bread,16 oz,oz,525,FOOD_NONTAX,True,False,National,2024-01-15
P01597,100000001596,MetroFresh,MetroFresh Flour 6 pk,Baking,Flour,6 pk,ct,465,FOOD_NONTAX,False,False,National,2024-01-15
P01598,100000001597,MetroFresh,MetroFresh Tomato Sauce 6 pk,Condiments/Sauces/Spices,Tomato Sauce,6 pk,ct,639,FOOD_NONTAX,False,False,National,2024-01-15
P01599,100000001598,Mancino Private Label,Mancino Private Label Pasta 32 oz,Grains and Pasta,Pasta,32 oz,oz,493,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01600,100000001599,Mancino Essentials,Mancino Essentials Potato Chips 12 pk,Snacks/Cookies/Chips,Potato Chips,12 pk,ct,464,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01601,100000001600,EastRiver,EastRiver Cat Kibble 1 L,Pet Food,Cat Kibble,1 L,L,1393,FOOD_TAXABLE,False,False,National,2024-01-15
P01602,100000001601,Harbor & Co.,Harbor & Co. Bread 1 L,Bakery,Bread,1 L,L,454,FOOD_NONTAX,True,False,National,2024-01-15
P01603,100000001602,Gotham Goods,Gotham Goods Sparkling Water 2 lb,Beverages,Sparkling Water,2 lb,lb,606,FOOD_TAXABLE,False,False,National,2024-01-15
P01604,100000001603,MetroFresh,MetroFresh Chocolate 12 pk,Candy,Chocolate,12 pk,ct,261,FOOD_TAXABLE,False,False,National,2024-01-15
P01605,100000001604,Gotham Goods,Gotham Goods Cereal 750 ml,Breakfast & Cereal,Cereal,750 ml,ml,601,FOOD_NONTAX,False,False,National,2024-01-15
P01606,100000001605,Mancino Essentials,Mancino Essentials Cereal 32 oz,Breakfast & Cereal,Cereal,32 oz,oz,357,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01607,100000001606,SoHo Artisan,SoHo Artisan Frozen Pizza 6 pk,Frozen Foods,Frozen Pizza,6 pk,ct,985,FOOD_NONTAX,False,False,Premium,2024-01-15
P01608,100000001607,SoHo Artisan,SoHo Artisan Pasta 750 ml,Grains and Pasta,Pasta,750 ml,ml,320,FOOD_NONTAX,False,False,Premium,2024-01-15
P01609,100000001608,Harbor & Co.,Harbor & Co. Cat Kibble 750 ml,Pet Food,Cat Kibble,750 ml,ml,1495,FOOD_TAXABLE,False,False,National,2024-01-15
P01610,100000001609,Mancino Select,Mancino Select Yogurt 16 oz,Dairy & Eggs,Yogurt,16 oz,oz,376,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01611,100000001610,Village Choice,Village Choice Salmon 12 pk,Meat and Seafood,Salmon,12 pk,ct,1022,FOOD_NONTAX,True,False,Premium,2024-01-15
P01612,100000001611,Hudson Valley,Hudson Valley Salmon 1 lb,Meat and Seafood,Salmon,1 lb,lb,1191,FOOD_NONTAX,True,False,National,2024-01-15
P01613,100000001612,Harbor & Co.,Harbor & Co. Potato Chips 32 oz,Snacks/Cookies/Chips,Potato Chips,32 oz,oz,445,FOOD_NONTAX,False,False,National,2024-01-15
P01614,100000001613,Mancino Essentials,Mancino Essentials Pasta 1 lb,Grains and Pasta,Pasta,1 lb,lb,216,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01615,100000001614,Harbor & Co.,Harbor & Co. Tomato Sauce 750 ml,Condiments/Sauces/Spices,Tomato Sauce,750 ml,ml,357,FOOD_NONTAX,False,False,National,2024-01-15
P01616,100000001615,Harbor & Co.,Harbor & Co. Yogurt 24 oz,Dairy & Eggs,Yogurt,24 oz,oz,572,FOOD_NONTAX,True,False,National,2024-01-15
P01617,100000001616,MetroFresh,MetroFresh Chocolate 12 oz,Candy,Chocolate,12 oz,oz,399,FOOD_TAXABLE,False,False,National,2024-01-15
P01618,100000001617,Gotham Goods,Gotham Goods Wine 16 oz,Alcohol,Wine,16 oz,oz,1586,ALCOHOL,False,True,National,2024-01-15
P01619,100000001618,Mancino Private Label,Mancino Private Label Soda 12 oz,Beverages,Soda,12 oz,oz,358,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01620,100000001619,Mancino Select,Mancino Select Chicken 750 ml,Meat and Seafood,Chicken,750 ml,ml,964,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01621,100000001620,MetroFresh,MetroFresh Milk 2 lb,Dairy & Eggs,Milk,2 lb,lb,463,FOOD_NONTAX,True,False,National,2024-01-15
P01622,100000001621,Gotham Goods,Gotham Goods Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,487,FOOD_TAXABLE,False,False,National,2024-01-15
P01623,100000001622,EastRiver,EastRiver Bread 12 pk,Bakery,Bread,12 pk,ct,348,FOOD_NONTAX,True,False,National,2024-01-15
P01624,100000001623,Hudson Valley,Hudson Valley Beer 16 oz,Alcohol,Beer,16 oz,oz,1543,ALCOHOL,False,True,National,2024-01-15
P01625,100000001624,MetroFresh,MetroFresh Yogurt 1 lb,Dairy & Eggs,Yogurt,1 lb,lb,486,FOOD_NONTAX,True,False,National,2024-01-15
P01626,100000001625,Harbor & Co.,Harbor & Co. Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,188,FOOD_NONTAX,False,False,National,2024-01-15
P01627,100000001626,Harbor & Co.,Harbor & Co. Soda 24 oz,Beverages,Soda,24 oz,oz,484,FOOD_TAXABLE,False,False,National,2024-01-15
P01628,100000001627,Mancino Essentials,Mancino Essentials Bread 12 pk,Bakery,Bread,12 pk,ct,400,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01629,100000001628,Fifth Ave Reserve,Fifth Ave Reserve Salmon 32 oz,Meat and Seafood,Salmon,32 oz,oz,1080,FOOD_NONTAX,True,False,Premium,2024-01-15
P01630,100000001629,Gotham Goods,Gotham Goods Dog Kibble 750 ml,Pet Food,Dog Kibble,750 ml,ml,1672,FOOD_TAXABLE,False,False,National,2024-01-15
P01631,100000001630,MetroFresh,MetroFresh Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,564,FOOD_NONTAX,True,False,National,2024-01-15
P01632,100000001631,Harbor & Co.,Harbor & Co. Chocolate 16 oz,Candy,Chocolate,16 oz,oz,469,FOOD_TAXABLE,False,False,National,2024-01-15
P01633,100000001632,EastRiver,EastRiver Frozen Pizza 1 lb,Frozen Foods,Frozen Pizza,1 lb,lb,666,FOOD_NONTAX,False,False,National,2024-01-15
P01634,100000001633,Gotham Goods,Gotham Goods Wine 16 oz,Alcohol,Wine,16 oz,oz,1747,ALCOHOL,False,True,National,2024-01-15
P01635,100000001634,MetroFresh,MetroFresh Yogurt 32 oz,Dairy & Eggs,Yogurt,32 oz,oz,564,FOOD_NONTAX,True,False,National,2024-01-15
P01636,100000001635,Mancino Private Label,Mancino Private Label Flour 1 lb,Baking,Flour,1 lb,lb,489,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01637,100000001636,Mancino Essentials,Mancino Essentials Cold Cuts 16 oz,Deli,Cold Cuts,16 oz,oz,579,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01638,100000001637,Mancino Private Label,Mancino Private Label Potato Chips 24 oz,Snacks/Cookies/Chips,Potato Chips,24 oz,oz,363,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01639,100000001638,Hudson Valley,Hudson Valley Flour 2 lb,Baking,Flour,2 lb,lb,519,FOOD_NONTAX,False,False,National,2024-01-15
P01640,100000001639,Gotham Goods,Gotham Goods Prepared Salad 1 L,Prepared Meals,Prepared Salad,1 L,L,752,FOOD_TAXABLE,True,False,National,2024-01-15
P01641,100000001640,Mancino Private Label,Mancino Private Label Yogurt 2 lb,Dairy & Eggs,Yogurt,2 lb,lb,485,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01642,100000001641,EastRiver,EastRiver Chicken 12 pk,Meat and Seafood,Chicken,12 pk,ct,959,FOOD_NONTAX,True,False,National,2024-01-15
P01643,100000001642,Gotham Goods,Gotham Goods Cereal 16 oz,Breakfast & Cereal,Cereal,16 oz,oz,459,FOOD_NONTAX,False,False,National,2024-01-15
P01644,100000001643,Mancino Select,Mancino Select Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,265,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01645,100000001644,Mancino Private Label,Mancino Private Label Tomato Sauce 32 oz,Condiments/Sauces/Spices,Tomato Sauce,32 oz,oz,438,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01646,100000001645,MetroFresh,MetroFresh Salmon 2 lb,Meat and Seafood,Salmon,2 lb,lb,1161,FOOD_NONTAX,True,False,National,2024-01-15
P01647,100000001646,Harbor & Co.,Harbor & Co. Tomato Sauce 12 pk,Condiments/Sauces/Spices,Tomato Sauce,12 pk,ct,437,FOOD_NONTAX,False,False,National,2024-01-15
P01648,100000001647,Mancino Select,Mancino Select Salmon 12 pk,Meat and Seafood,Salmon,12 pk,ct,1066,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01649,100000001648,Hudson Valley,Hudson Valley Milk 24 oz,Dairy & Eggs,Milk,24 oz,oz,566,FOOD_NONTAX,True,False,National,2024-01-15
P01650,100000001649,MetroFresh,MetroFresh Beer 6 pk,Alcohol,Beer,6 pk,ct,1786,ALCOHOL,False,True,National,2024-01-15
P01651,100000001650,Gotham Goods,Gotham Goods Salmon 1 L,Meat and Seafood,Salmon,1 L,L,970,FOOD_NONTAX,True,False,National,2024-01-15
P01652,100000001651,MetroFresh,MetroFresh Bread 1 lb,Bakery,Bread,1 lb,lb,520,FOOD_NONTAX,True,False,National,2024-01-15
P01653,100000001652,EastRiver,EastRiver Beer 16 oz,Alcohol,Beer,16 oz,oz,1522,ALCOHOL,False,True,National,2024-01-15
P01654,100000001653,EastRiver,EastRiver Cat Kibble 12 oz,Pet Food,Cat Kibble,12 oz,oz,1511,FOOD_TAXABLE,False,False,National,2024-01-15
P01655,100000001654,Gotham Goods,Gotham Goods Cold Cuts 6 pk,Deli,Cold Cuts,6 pk,ct,789,FOOD_NONTAX,True,False,National,2024-01-15
P01656,100000001655,MetroFresh,MetroFresh Pasta 32 oz,Grains and Pasta,Pasta,32 oz,oz,411,FOOD_NONTAX,False,False,National,2024-01-15
P01657,100000001656,EastRiver,EastRiver Flour 2 lb,Baking,Flour,2 lb,lb,519,FOOD_NONTAX,False,False,National,2024-01-15
P01658,100000001657,SoHo Artisan,SoHo Artisan Pasta 16 oz,Grains and Pasta,Pasta,16 oz,oz,285,FOOD_NONTAX,False,False,Premium,2024-01-15
P01659,100000001658,Mancino Private Label,Mancino Private Label Sparkling Water 6 pk,Beverages,Sparkling Water,6 pk,ct,419,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01660,100000001659,Mancino Essentials,Mancino Essentials Salmon 750 ml,Meat and Seafood,Salmon,750 ml,ml,1252,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01661,100000001660,EastRiver,EastRiver Yogurt 16 oz,Dairy & Eggs,Yogurt,16 oz,oz,543,FOOD_NONTAX,True,False,National,2024-01-15
P01662,100000001661,Harbor & Co.,Harbor & Co. Beer 16 oz,Alcohol,Beer,16 oz,oz,1760,ALCOHOL,False,True,National,2024-01-15
P01663,100000001662,EastRiver,EastRiver Wine 1 L,Alcohol,Wine,1 L,L,1668,ALCOHOL,False,True,National,2024-01-15
P01664,100000001663,Mancino Private Label,Mancino Private Label Frozen Pizza 12 pk,Frozen Foods,Frozen Pizza,12 pk,ct,790,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01665,100000001664,Mancino Essentials,Mancino Essentials Chocolate 12 pk,Candy,Chocolate,12 pk,ct,151,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01666,100000001665,Hudson Valley,Hudson Valley Wine 2 lb,Alcohol,Wine,2 lb,lb,1625,ALCOHOL,False,True,National,2024-01-15
P01667,100000001666,Mancino Essentials,Mancino Essentials Frozen Pizza 6 pk,Frozen Foods,Frozen Pizza,6 pk,ct,784,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01668,100000001667,EastRiver,EastRiver Tomato Sauce 1 L,Condiments/Sauces/Spices,Tomato Sauce,1 L,L,356,FOOD_NONTAX,False,False,National,2024-01-15
P01669,100000001668,Mancino Private Label,Mancino Private Label Milk 750 ml,Dairy & Eggs,Milk,750 ml,ml,353,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01670,100000001669,MetroFresh,MetroFresh Salmon 1 L,Meat and Seafood,Salmon,1 L,L,1082,FOOD_NONTAX,True,False,National,2024-01-15
P01671,100000001670,Hudson Valley,Hudson Valley Bread 750 ml,Bakery,Bread,750 ml,ml,268,FOOD_NONTAX,True,False,National,2024-01-15
