week,WeekendVisit,days_since_last_visit,visits_last_4w,visits_last_12w,weekend_visits_12w,avg_spend_12w,avg_items_12w,week_sin,week_cos
13,0,5,4.0,8.0,4.0,33.75,5.875,1.0,-1.6081226496766364e-16
14,0,12,3.0,8.0,4.0,33.75,5.875,0.992708874098054,-0.12053668025532288
15,1,19,2.0,8.0,4.0,33.75,5.875,0.9709418174260521,-0.2393156642875575
16,0,2,3.0,10.0,5.0,34.207,5.8,0.9350162426854148,-0.35460488704253545
17,0,9,2.0,8.0,4.0,37.49875,6.375,0.8854560256532099,-0.4647231720437685
18,0,1,4.0,10.0,4.0,34.806,6.0,0.8229838658936565,-0.5680647467311557
19,1,8,4.0,9.0,4.0,32.22555555555555,5.777777777777778,0.7485107481711013,-0.663122658240795
20,0,0,4.0,10.0,5.0,34.237,6.1,0.6631226582407952,-0.7485107481711012
21,1,7,4.0,10.0,5.0,34.237,6.1,0.5680647467311558,-0.8229838658936564
22,1,3,3.0,10.0,6.0,33.32,6.0,0.46472317204376906,-0.8854560256532096
23,0,3,6.0,12.0,8.0,34.71666666666667,5.666666666666667,0.35460488704253584,-0.9350162426854147
24,1,10,4.0,11.0,7.0,34.93181818181818,5.545454545454546,0.23931566428755768,-0.970941817426052
25,0,2,6.0,12.0,7.0,32.73583333333333,5.25,0.12053668025532308,-0.992708874098054
26,0,0,7.0,14.0,7.0,32.03071428571429,5.285714285714286,-3.216245299353273e-16,-1.0
27,0,7,4.0,14.0,7.0,32.03071428571429,5.285714285714286,-0.12053668025532283,-0.992708874098054
28,0,14,4.0,12.0,6.0,31.363333333333333,5.25,-0.23931566428755743,-0.9709418174260521
29,1,6,3.0,13.0,6.0,30.934615384615384,5.153846153846154,-0.3546048870425356,-0.9350162426854148
30,0,4,2.0,12.0,7.0,30.703333333333333,5.166666666666667,-0.46472317204376806,-0.8854560256532101
31,1,1,3.0,13.0,7.0,29.87846153846154,5.076923076923077,-0.5680647467311556,-0.8229838658936565
32,1,3,4.0,12.0,7.0,24.43166666666667,4.25,-0.663122658240795,-0.7485107481711013
33,0,0,5.0,14.0,8.0,26.16357142857143,4.571428571428571,-0.7485107481711011,-0.6631226582407952
34,1,7,4.0,13.0,7.0,26.63076923076923,4.538461538461538,-0.8229838658936564,-0.5680647467311559
35,0,4,4.0,11.0,5.0,25.818181818181817,4.636363636363637,-0.8854560256532096,-0.4647231720437691
36,0,11,3.0,11.0,5.0,25.818181818181817,4.636363636363637,-0.9350162426854147,-0.3546048870425359
37,0,18,1.0,9.0,4.0,28.08888888888889,4.888888888888889,-0.970941817426052,-0.23931566428755774
38,1,25,1.0,7.0,4.0,28.17142857142857,4.714285714285714,-0.992708874098054,-0.12053668025532357
39,1,5,1.0,8.0,5.0,26.037499999999998,4.5,-1.0,-1.8369701987210297e-16
40,1,3,3.0,10.0,7.0,26.351999999999997,4.5,-0.992708874098054,0.1205366802553232
41,0,0,6.0,12.0,9.0,26.7075,4.5,-0.9709418174260521,0.23931566428755738
42,0,7,6.0,11.0,8.0,27.83,4.545454545454546,-0.9350162426854148,0.35460488704253557
43,1,14,5.0,10.0,8.0,28.615,4.6,-0.8854560256532101,0.464723172043768
44,0,1,6.0,12.0,8.0,31.963333333333335,5.083333333333333,-0.822983865893657,0.5680647467311548
2,0,2,1.0,1.0,0.0,16.47,4.0,0.23931566428755774,0.970941817426052
3,0,9,1.0,1.0,0.0,16.47,4.0,0.3546048870425356,0.9350162426854148
4,1,1,2.0,2.0,0.0,21.595,4.0,0.4647231720437685,0.8854560256532099
5,1,6,3.0,3.0,1.0,18.39,4.333333333333333,0.5680647467311558,0.8229838658936564
6,1,4,4.0,5.0,3.0,20.246000000000002,5.2,0.6631226582407952,0.7485107481711011
7,0,3,6.0,7.0,5.0,25.58142857142857,5.142857142857143,0.7485107481711011,0.6631226582407953
8,0,10,5.0,7.0,5.0,25.58142857142857,5.142857142857143,0.8229838658936564,0.5680647467311559
9,0,17,4.0,7.0,5.0,25.58142857142857,5.142857142857143,0.8854560256532099,0.4647231720437686
10,0,24,2.0,7.0,5.0,25.58142857142857,5.142857142857143,0.9350162426854148,0.35460488704253557
11,0,2,1.0,8.0,5.0,25.0,5.0,0.970941817426052,0.23931566428755804
12,1,9,1.0,8.0,5.0,25.0,5.0,0.992708874098054,0.120536680255323
13,1,4,2.0,9.0,6.0,28.308888888888887,5.777777777777778,1.0,-1.6081226496766364e-16
14,0,3,3.0,9.0,7.0,27.966666666666665,5.666666666666667,0.992708874098054,-0.12053668025532288
15,0,10,2.0,9.0,7.0,27.966666666666665,5.666666666666667,0.9709418174260521,-0.2393156642875575
16,0,1,3.0,9.0,7.0,28.833333333333332,5.888888888888889,0.9350162426854148,-0.35460488704253545
17,1,8,2.0,8.0,6.0,30.94,6.0,0.8854560256532099,-0.4647231720437685
18,1,3,2.0,7.0,5.0,34.431428571428576,6.0,0.8229838658936565,-0.5680647467311557
19,1,0,4.0,7.0,4.0,26.82,5.428571428571429,0.7485107481711013,-0.663122658240795
20,0,0,6.0,10.0,5.0,25.343,5.5,0.6631226582407952,-0.7485107481711012
21,0,7,6.0,10.0,5.0,25.343,5.5,0.5680647467311558,-0.8229838658936564
22,0,14,5.0,10.0,5.0,25.343,5.5,0.46472317204376906,-0.8854560256532096
23,0,2,4.0,10.0,5.0,24.532000000000004,5.5,0.35460488704253584,-0.9350162426854147
24,0,9,1.0,10.0,5.0,24.532000000000004,5.5,0.23931566428755768,-0.970941817426052
25,0,16,1.0,9.0,4.0,21.171111111111113,4.777777777777778,0.12053668025532308,-0.992708874098054
26,1,1,2.0,9.0,3.0,23.584444444444443,5.111111111111111,-3.216245299353273e-16,-1.0
27,0,6,2.0,10.0,4.0,25.004,5.4,-0.12053668025532283,-0.992708874098054
28,1,13,2.0,9.0,4.0,23.94666666666667,5.333333333333333,-0.23931566428755743,-0.9709418174260521
29,0,4,3.0,10.0,5.0,24.061,5.6,-0.3546048870425356,-0.9350162426854148
30,0,11,2.0,9.0,4.0,22.33888888888889,5.444444444444445,-0.46472317204376806,-0.8854560256532101
31,0,3,2.0,8.0,3.0,22.57375,5.5,-0.5680647467311556,-0.8229838658936565
32,1,10,2.0,5.0,2.0,22.98,5.4,-0.663122658240795,-0.7485107481711013
33,0,1,3.0,7.0,3.0,21.99285714285714,5.142857142857143,-0.7485107481711011,-0.6631226582407952
34,1,8,3.0,7.0,3.0,21.99285714285714,5.142857142857143,-0.8229838658936564,-0.5680647467311559
35,1,3,4.0,8.0,4.0,22.43125,5.375,-0.8854560256532096,-0.4647231720437691
36,0,3,6.0,10.0,6.0,20.805,5.1,-0.9350162426854147,-0.3546048870425359
37,0,10,4.0,10.0,6.0,20.805,5.1,-0.970941817426052,-0.23931566428755774
38,0,17,4.0,9.0,6.0,19.215555555555554,5.0,-0.992708874098054,-0.12053668025532357
39,0,24,2.0,8.0,5.0,16.895,4.625,-1.0,-1.8369701987210297e-16
40,0,31,0.0,8.0,5.0,16.895,4.625,-0.992708874098054,0.1205366802553232
41,0,0,1.0,8.0,4.0,17.07125,4.125,-0.9709418174260521,0.23931566428755738
42,1,7,1.0,8.0,4.0,17.07125,4.125,-0.9350162426854148,0.35460488704253557
43,0,0,3.0,9.0,5.0,25.237777777777776,5.222222222222222,-0.8854560256532101,0.464723172043768
44,0,2,4.0,10.0,5.0,23.696,4.9,-0.822983865893657,0.5680647467311548
3,0,0,1.0,1.0,0.0,2.52,1.0,0.3546048870425356,0.9350162426854148
4,0,7,1.0,1.0,0.0,2.52,1.0,0.4647231720437685,0.8854560256532099
5,0,1,2.0,2.0,0.0,10.83,3.0,0.5680647467311558,0.8229838658936564
6,1,8,2.0,2.0,0.0,10.83,3.0,0.6631226582407952,0.7485107481711011
7,0,3,3.0,4.0,1.0,11.0125,2.75,0.7485107481711011,0.6631226582407953
8,1,10,3.0,4.0,1.0,11.0125,2.75,0.8229838658936564,0.5680647467311559
9,1,3,3.0,5.0,2.0,20.416,3.6,0.8854560256532099,0.4647231720437686
10,0,4,5.0,7.0,3.0,22.145714285714284,4.142857142857143,0.9350162426854148,0.35460488704253557
11,0,11,3.0,7.0,3.0,22.145714285714284,4.142857142857143,0.970941817426052,0.23931566428755804
12,0,18,3.0,7.0,3.0,22.145714285714284,4.142857142857143,0.992708874098054,0.120536680255323
13,0,1,3.0,8.0,3.0,22.275,4.25,1.0,-1.6081226496766364e-16
14,0,8,1.0,8.0,3.0,22.275,4.25,0.992708874098054,-0.12053668025532288
15,0,15,1.0,7.0,3.0,25.09714285714286,4.714285714285714,0.9709418174260521,-0.2393156642875575
16,0,22,1.0,7.0,3.0,25.09714285714286,4.714285714285714,0.9350162426854148,-0.35460488704253545
17,0,29,0.0,6.0,3.0,26.09,4.666666666666667,0.8854560256532099,-0.4647231720437685
18,1,36,0.0,6.0,3.0,26.09,4.666666666666667,0.8229838658936565,-0.5680647467311557
19,1,3,3.0,7.0,4.0,27.064285714285713,5.0,0.7485107481711013,-0.663122658240795
20,1,3,4.0,8.0,5.0,26.07625,5.125,0.6631226582407952,-0.7485107481711012
21,0,1,6.0,9.0,5.0,21.19666666666667,5.111111111111111,0.5680647467311558,-0.8229838658936564
22,0,8,6.0,7.0,4.0,19.69,5.0,0.46472317204376906,-0.8854560256532096
23,1,15,3.0,7.0,4.0,19.69,5.0,0.35460488704253584,-0.9350162426854147
24,0,4,3.0,8.0,5.0,20.9,4.875,0.23931566428755768,-0.970941817426052
25,1,3,2.0,8.0,5.0,20.3175,5.0,0.12053668025532308,-0.992708874098054
26,0,4,3.0,9.0,6.0,19.715555555555554,4.888888888888889,-3.216245299353273e-16,-1.0
27,0,0,5.0,11.0,6.0,23.232727272727274,5.090909090909091,-0.12053668025532283,-0.992708874098054
28,1,7,4.0,11.0,6.0,23.232727272727274,5.090909090909091,-0.23931566428755743,-0.9709418174260521
29,0,4,4.0,12.0,7.0,22.311666666666667,4.833333333333333,-0.3546048870425356,-0.9350162426854148
30,0,0,4.0,13.0,7.0,21.25076923076923,4.6923076923076925,-0.46472317204376806,-0.8854560256532101
31,0,7,2.0,10.0,5.0,22.096,4.9,-0.5680647467311556,-0.8229838658936565
32,0,14,2.0,9.0,4.0,22.422222222222224,4.777777777777778,-0.663122658240795,-0.7485107481711013
33,1,21,1.0,7.0,3.0,23.087142857142858,4.428571428571429,-0.7485107481711011,-0.6631226582407952
34,0,3,2.0,9.0,5.0,23.38222222222222,4.777777777777778,-0.8229838658936564,-0.5680647467311559
35,0,1,3.0,10.0,5.0,26.317,4.8,-0.8854560256532096,-0.4647231720437691
36,0,6,4.0,10.0,4.0,26.151,4.7,-0.9350162426854147,-0.3546048870425359
37,0,13,4.0,9.0,4.0,26.99888888888889,4.555555555555555,-0.970941817426052,-0.23931566428755774
38,0,20,2.0,8.0,3.0,28.51125,4.625,-0.992708874098054,-0.12053668025532357
39,0,27,1.0,6.0,3.0,24.995,4.166666666666667,-1.0,-1.8369701987210297e-16
40,1,34,0.0,6.0,3.0,24.995,4.166666666666667,-0.992708874098054,0.1205366802553232
41,0,0,3.0,8.0,3.0,25.94875,4.75,-0.9709418174260521,0.23931566428755738
42,0,7,3.0,7.0,3.0,28.43857142857143,5.0,-0.9350162426854148,0.35460488704253557
43,0,6,4.0,8.0,3.0,27.085,5.0,-0.8854560256532101,0.464723172043768
44,1,13,4.0,8.0,3.0,27.085,5.0,-0.822983865893657,0.5680647467311548
2,0,5,1.0,1.0,1.0,8.989999999999998,5.0,0.23931566428755774,0.970941817426052
3,0,12,1.0,1.0,1.0,8.989999999999998,5.0,0.3546048870425356,0.9350162426854148
4,0,19,1.0,1.0,1.0,8.989999999999998,5.0,0.4647231720437685,0.8854560256532099
5,0,26,1.0,1.0,1.0,8.989999999999998,5.0,0.5680647467311558,0.8229838658936564
6,0,33,0.0,1.0,1.0,8.989999999999998,5.0,0.6631226582407952,0.7485107481711011
7,0,0,1.0,2.0,1.0,15.68,5.5,0.7485107481711011,0.6631226582407953
8,0,1,2.0,3.0,1.0,12.780000000000001,4.333333333333333,0.8229838658936564,0.5680647467311559
9,0,8,2.0,3.0,1.0,12.780000000000001,4.333333333333333,0.8854560256532099,0.4647231720437686
10,1,15,2.0,3.0,1.0,12.780000000000001,4.333333333333333,0.9350162426854148,0.35460488704253557
11,0,1,4.0,6.0,2.0,20.345,5.166666666666667,0.970941817426052,0.23931566428755804
12,0,8,3.0,6.0,2.0,20.345,5.166666666666667,0.992708874098054,0.120536680255323
13,1,15,3.0,6.0,2.0,20.345,5.166666666666667,1.0,-1.6081226496766364e-16
14,1,5,4.0,6.0,2.0,21.691666666666666,5.0,0.992708874098054,-0.12053668025532288
15,0,5,3.0,8.0,3.0,19.61125,4.75,0.9709418174260521,-0.2393156642875575
16,0,12,3.0,8.0,3.0,19.61125,4.75,0.9350162426854148,-0.35460488704253545
17,0,19,3.0,8.0,3.0,19.61125,4.75,0.8854560256532099,-0.4647231720437685
18,1,26,2.0,8.0,3.0,19.61125,4.75,0.8229838658936565,-0.5680647467311557
19,1,5,1.0,8.0,4.0,21.3,4.5,0.7485107481711013,-0.663122658240795
20,0,2,3.0,9.0,5.0,23.596666666666668,5.111111111111111,0.6631226582407952,-0.7485107481711012
21,0,9,3.0,9.0,5.0,23.596666666666668,5.111111111111111,0.5680647467311558,-0.8229838658936564
22,0,3,4.0,10.0,5.0,24.308,5.0,0.46472317204376906,-0.8854560256532096
23,0,10,3.0,7.0,4.0,22.764285714285712,4.571428571428571,0.35460488704253584,-0.9350162426854147
24,1,0,2.0,8.0,4.0,24.807499999999997,4.75,0.23931566428755768,-0.970941817426052
25,0,4,3.0,9.0,5.0,26.094444444444445,4.888888888888889,0.12053668025532308,-0.992708874098054
26,1,1,3.0,9.0,4.0,25.028888888888886,4.666666666666667,-3.216245299353273e-16,-1.0
27,0,4,5.0,9.0,5.0,27.557777777777776,5.111111111111111,-0.12053668025532283,-0.992708874098054
28,0,6,5.0,10.0,5.0,27.649,5.4,-0.23931566428755743,-0.9709418174260521
29,1,13,4.0,10.0,5.0,27.649,5.4,-0.3546048870425356,-0.9350162426854148
30,0,2,5.0,12.0,6.0,26.203333333333333,5.083333333333333,-0.46472317204376806,-0.8854560256532101
31,0,9,3.0,11.0,5.0,25.323636363636364,5.181818181818182,-0.5680647467311556,-0.8229838658936565
32,1,16,2.0,9.0,4.0,25.51222222222222,5.0,-0.663122658240795,-0.7485107481711013
33,1,0,5.0,12.0,5.0,25.11916666666667,5.25,-0.7485107481711011,-0.6631226582407952
34,1,3,4.0,12.0,6.0,24.252499999999998,5.25,-0.8229838658936564,-0.5680647467311559
35,0,4,6.0,14.0,8.0,24.696428571428573,5.642857142857143,-0.8854560256532096,-0.4647231720437691
36,0,11,6.0,13.0,8.0,23.587692307692308,5.615384615384615,-0.9350162426854147,-0.3546048870425359
37,0,2,4.0,13.0,7.0,22.206923076923076,5.538461538461538,-0.970941817426052,-0.23931566428755774
38,0,1,7.0,16.0,7.0,21.54375,5.3125,-0.992708874098054,-0.12053668025532357
39,1,6,6.0,15.0,5.0,20.908,5.133333333333334,-1.0,-1.8369701987210297e-16
40,1,4,7.0,15.0,6.0,20.678,4.8,-0.992708874098054,0.1205366802553232
41,1,1,8.0,17.0,7.0,21.41764705882353,4.882352941176471,-0.9709418174260521,0.23931566428755738
42,0,3,5.0,16.0,7.0,22.169375,5.0625,-0.9350162426854148,0.35460488704253557
43,0,6,5.0,17.0,7.0,21.626470588235293,5.0588235294117645,-0.8854560256532101,0.464723172043768
44,0,13,4.0,17.0,7.0,21.626470588235293,5.0588235294117645,-0.822983865893657,0.5680647467311548
2,0,0,1.0,1.0,0.0,27.88,3.0,0.23931566428755774,0.970941817426052
3,1,7,1.0,1.0,0.0,27.88,3.0,0.3546048870425356,0.9350162426854148
4,0,4,2.0,2.0,1.0,31.475,3.5,0.4647231720437685,0.8854560256532099
5,0,11,2.0,2.0,1.0,31.475,3.5,0.5680647467311558,0.8229838658936564
6,0,18,1.0,2.0,1.0,31.475,3.5,0.6631226582407952,0.7485107481711011
7,0,25,1.0,2.0,1.0,31.475,3.5,0.7485107481711011,0.6631226582407953
8,1,32,0.0,2.0,1.0,31.475,3.5,0.8229838658936564,0.5680647467311559
9,0,3,2.0,4.0,3.0,33.817499999999995,5.25,0.8854560256532099,0.4647231720437686
10,0,10,2.0,4.0,3.0,33.817499999999995,5.25,0.9350162426854148,0.35460488704253557
11,1,17,2.0,4.0,3.0,33.817499999999995,5.25,0.970941817426052,0.23931566428755804
12,1,4,4.0,6.0,5.0,32.37166666666666,5.166666666666667,0.992708874098054,0.120536680255323
13,0,4,3.0,7.0,6.0,34.034285714285716,5.428571428571429,1.0,-1.6081226496766364e-16
14,0,11,3.0,6.0,6.0,35.06,5.833333333333333,0.992708874098054,-0.12053668025532288
15,0,18,3.0,6.0,6.0,35.06,5.833333333333333,0.9709418174260521,-0.2393156642875575
16,0,25,1.0,5.0,5.0,35.05800000000001,6.2,0.9350162426854148,-0.35460488704253545
17,1,32,0.0,5.0,5.0,35.05800000000001,6.2,0.8854560256532099,-0.4647231720437685
18,0,5,3.0,8.0,7.0,34.525,5.75,0.8229838658936565,-0.5680647467311557
19,1,12,3.0,8.0,7.0,34.525,5.75,0.7485107481711013,-0.663122658240795
20,0,0,6.0,11.0,8.0,31.421818181818182,5.545454545454546,0.6631226582407952,-0.7485107481711012
21,0,7,6.0,9.0,6.0,30.36888888888889,5.222222222222222,0.5680647467311558,-0.8229838658936564
22,0,2,4.0,10.0,6.0,29.026999999999997,5.1,0.46472317204376906,-0.8854560256532096
23,0,0,5.0,11.0,6.0,26.968181818181815,4.818181818181818,0.35460488704253584,-0.9350162426854147
24,0,0,3.0,10.0,4.0,25.318,4.7,0.23931566428755768,-0.970941817426052
25,0,7,3.0,9.0,3.0,23.24111111111111,4.444444444444445,0.12053668025532308,-0.992708874098054
26,1,14,2.0,9.0,3.0,23.24111111111111,4.444444444444445,-3.216245299353273e-16,-1.0
27,0,0,4.0,12.0,5.0,22.706666666666667,4.333333333333333,-0.12053668025532283,-0.992708874098054
28,1,7,3.0,12.0,5.0,22.706666666666667,4.333333333333333,-0.23931566428755743,-0.9709418174260521
29,0,2,7.0,16.0,7.0,22.06875,4.3125,-0.3546048870425356,-0.9350162426854148
30,0,9,7.0,13.0,5.0,19.39923076923077,4.153846153846154,-0.46472317204376806,-0.8854560256532101
31,1,16,4.0,13.0,5.0,19.39923076923077,4.153846153846154,-0.5680647467311556,-0.8229838658936565
32,0,4,6.0,12.0,6.0,21.213333333333335,4.416666666666667,-0.663122658240795,-0.7485107481711013
33,1,11,2.0,12.0,6.0,21.213333333333335,4.416666666666667,-0.7485107481711011,-0.6631226582407952
34,1,4,3.0,12.0,7.0,22.495,4.5,-0.8229838658936564,-0.5680647467311559
35,1,4,4.0,12.0,8.0,24.210833333333337,4.75,-0.8854560256532096,-0.4647231720437691
36,0,4,3.0,12.0,9.0,27.660833333333333,5.0,-0.9350162426854147,-0.3546048870425359
37,0,11,3.0,12.0,9.0,27.660833333333333,5.0,-0.970941817426052,-0.23931566428755774
38,0,18,2.0,12.0,9.0,27.660833333333333,5.0,-0.992708874098054,-0.12053668025532357
39,0,25,1.0,9.0,7.0,29.846666666666668,5.333333333333333,-1.0,-1.8369701987210297e-16
40,1,0,1.0,10.0,7.0,28.597,5.1,-0.992708874098054,0.1205366802553232
41,0,4,2.0,7.0,6.0,32.01857142857143,5.428571428571429,-0.9709418174260521,0.23931566428755738
42,0,0,3.0,8.0,6.0,30.125,5.25,-0.9350162426854148,0.35460488704253557
43,0,1,5.0,10.0,6.0,28.438,4.7,-0.8854560256532101,0.464723172043768
44,1,8,4.0,8.0,4.0,26.57125,4.125,-0.822983865893657,0.5680647467311548
1,0,0,1.0,1.0,0.0,14.61,5.0,0.12053668025532305,0.992708874098054
2,0,7,1.0,1.0,0.0,14.61,5.0,0.23931566428755774,0.970941817426052
3,0,0,3.0,3.0,0.0,35.01,5.666666666666667,0.3546048870425356,0.9350162426854148
4,1,7,3.0,3.0,0.0,35.01,5.666666666666667,0.4647231720437685,0.8854560256532099
5,0,4,3.0,4.0,1.0,30.3725,5.5,0.5680647467311558,0.8229838658936564
6,0,11,3.0,4.0,1.0,30.3725,5.5,0.6631226582407952,0.7485107481711011
7,1,6,2.0,5.0,1.0,29.195999999999998,5.6,0.7485107481711011,0.6631226582407953
8,1,2,5.0,8.0,3.0,32.31125,5.875,0.8229838658936564,0.5680647467311559
9,0,4,5.0,9.0,4.0,29.90777777777778,5.666666666666667,0.8854560256532099,0.4647231720437686
10,1,11,5.0,9.0,4.0,29.90777777777778,5.666666666666667,0.9350162426854148,0.35460488704253557
11,1,3,5.0,10.0,5.0,29.625,5.6,0.970941817426052,0.23931566428755804
12,1,6,3.0,11.0,6.0,29.90909090909091,6.0,0.992708874098054,0.120536680255323
13,0,5,3.0,11.0,7.0,29.63181818181818,5.7272727272727275,1.0,-1.6081226496766364e-16
14,1,2,4.0,12.0,7.0,28.920833333333334,5.666666666666667,0.992708874098054,-0.12053668025532288
15,0,2,6.0,13.0,8.0,26.32923076923077,5.615384615384615,0.9709418174260521,-0.2393156642875575
16,0,9,5.0,13.0,8.0,26.32923076923077,5.615384615384615,0.9350162426854148,-0.35460488704253545
17,0,16,4.0,12.0,7.0,27.151666666666667,5.666666666666667,0.8854560256532099,-0.4647231720437685
18,0,23,3.0,12.0,7.0,27.151666666666667,5.666666666666667,0.8229838658936565,-0.5680647467311557
19,1,30,0.0,11.0,7.0,27.39363636363636,5.636363636363637,0.7485107481711013,-0.663122658240795
20,0,3,1.0,9.0,6.0,26.79,5.444444444444445,0.6631226582407952,-0.7485107481711012
21,1,0,2.0,9.0,5.0,27.607777777777777,5.444444444444445,0.5680647467311558,-0.8229838658936564
22,1,5,3.0,10.0,6.0,29.275,5.3,0.46472317204376906,-0.8854560256532096
23,0,3,4.0,10.0,6.0,31.147000000000002,5.6,0.35460488704253584,-0.9350162426854147
24,1,10,3.0,9.0,5.0,30.96888888888889,5.111111111111111,0.23931566428755768,-0.970941817426052
25,0,3,4.0,10.0,6.0,32.577999999999996,5.5,0.12053668025532308,-0.992708874098054
26,0,1,5.0,11.0,6.0,33.845454545454544,5.545454545454546,-3.216245299353273e-16,-1.0
27,0,1,5.0,9.0,5.0,32.876666666666665,5.0,-0.12053668025532283,-0.992708874098054
28,0,6,6.0,10.0,5.0,31.660000000000004,5.0,-0.23931566428755743,-0.9709418174260521
29,1,1,5.0,11.0,5.0,29.984545454545454,4.909090909090909,-0.3546048870425356,-0.9350162426854148
30,0,5,4.0,12.0,6.0,29.33666666666667,5.0,-0.46472317204376806,-0.8854560256532101
31,0,2,4.0,13.0,6.0,29.90692307692308,5.230769230769231,-0.5680647467311556,-0.8229838658936565
32,0,9,3.0,12.0,5.0,28.041666666666668,5.166666666666667,-0.663122658240795,-0.7485107481711013
33,0,2,3.0,12.0,5.0,30.186666666666667,5.5,-0.7485107481711011,-0.6631226582407952
34,0,0,3.0,12.0,4.0,32.538333333333334,5.916666666666667,-0.8229838658936564,-0.5680647467311559
35,0,2,3.0,12.0,3.0,30.48,5.583333333333333,-0.8854560256532096,-0.4647231720437691
36,0,9,3.0,12.0,3.0,30.48,5.583333333333333,-0.9350162426854147,-0.3546048870425359
37,1,16,2.0,10.0,1.0,30.714,5.6,-0.970941817426052,-0.23931566428755774
38,0,2,4.0,11.0,3.0,28.847272727272728,5.636363636363637,-0.992708874098054,-0.12053668025532357
39,0,9,3.0,10.0,3.0,30.808000000000003,6.1,-1.0,-1.8369701987210297e-16
40,0,16,3.0,9.0,3.0,31.93,6.222222222222222,-0.992708874098054,0.1205366802553232
41,0,3,4.0,9.0,3.0,31.94888888888889,6.222222222222222,-0.9709418174260521,0.23931566428755738
42,1,0,2.0,9.0,2.0,32.00888888888889,6.111111111111111,-0.9350162426854148,0.35460488704253557
43,0,3,3.0,9.0,3.0,34.224444444444444,6.333333333333333,-0.8854560256532101,0.464723172043768
44,0,10,3.0,9.0,3.0,34.224444444444444,6.333333333333333,-0.822983865893657,0.5680647467311548
1,0,1,1.0,1.0,0.0,18.21,4.0,0.12053668025532305,0.992708874098054
2,1,8,1.0,1.0,0.0,18.21,4.0,0.23931566428755774,0.970941817426052
3,0,4,2.0,2.0,1.0,25.695,5.0,0.3546048870425356,0.9350162426854148
4,1,11,2.0,2.0,1.0,25.695,5.0,0.4647231720437685,0.8854560256532099
5,0,0,5.0,6.0,4.0,19.418333333333333,3.8333333333333335,0.5680647467311558,0.8229838658936564
6,0,1,6.0,7.0,4.0,21.77,4.142857142857143,0.6631226582407952,0.7485107481711011
7,1,1,6.0,8.0,4.0,20.6425,3.875,0.7485107481711011,0.6631226582407953
8,0,3,9.0,11.0,7.0,19.60181818181818,3.8181818181818183,0.8229838658936564,0.5680647467311559
9,0,1,6.0,12.0,7.0,19.609166666666667,3.8333333333333335,0.8854560256532099,0.4647231720437686
10,0,0,6.0,13.0,7.0,19.296153846153846,3.6923076923076925,0.9350162426854148,0.35460488704253557
11,0,7,5.0,13.0,7.0,19.296153846153846,3.6923076923076925,0.970941817426052,0.23931566428755804
12,0,14,2.0,13.0,7.0,19.296153846153846,3.6923076923076925,0.992708874098054,0.120536680255323
13,0,21,1.0,12.0,7.0,19.386666666666667,3.6666666666666665,1.0,-1.6081226496766364e-16
14,1,28,0.0,12.0,7.0,19.386666666666667,3.6666666666666665,0.992708874098054,-0.12053668025532288
15,1,5,1.0,12.0,7.0,19.561666666666667,4.0,0.9709418174260521,-0.2393156642875575
16,0,3,4.0,15.0,10.0,20.908,4.333333333333333,0.9350162426854148,-0.35460488704253545
17,0,10,4.0,11.0,7.0,22.59090909090909,4.7272727272727275,0.8854560256532099,-0.4647231720437685
18,0,17,4.0,10.0,7.0,21.262,4.6,0.8229838658936565,-0.5680647467311557
19,0,6,4.0,10.0,7.0,21.105,4.6,0.7485107481711013,-0.663122658240795
20,0,13,1.0,7.0,4.0,22.93857142857143,5.0,0.6631226582407952,-0.7485107481711012
21,1,20,1.0,6.0,4.0,23.48,5.166666666666667,0.5680647467311558,-0.8229838658936564
22,0,3,2.0,6.0,5.0,23.840000000000003,5.333333333333333,0.46472317204376906,-0.8854560256532096
23,1,10,1.0,6.0,5.0,23.840000000000003,5.333333333333333,0.35460488704253584,-0.9350162426854147
24,0,5,2.0,7.0,6.0,22.892857142857142,4.714285714285714,0.23931566428755768,-0.970941817426052
25,0,2,3.0,8.0,6.0,23.743750000000002,5.25,0.12053668025532308,-0.992708874098054
26,0,9,2.0,8.0,6.0,23.743750000000002,5.25,-3.216245299353273e-16,-1.0
27,0,16,2.0,7.0,5.0,22.095714285714287,4.571428571428571,-0.12053668025532283,-0.992708874098054
28,1,23,1.0,4.0,2.0,18.947499999999998,3.75,-0.23931566428755743,-0.9709418174260521
29,1,4,1.0,5.0,3.0,20.06,4.2,-0.3546048870425356,-0.9350162426854148
30,1,5,2.0,6.0,4.0,20.961666666666666,4.5,-0.46472317204376806,-0.8854560256532101
31,0,3,3.0,6.0,5.0,23.034999999999997,5.0,-0.5680647467311556,-0.8229838658936565
32,0,10,3.0,6.0,5.0,23.034999999999997,5.0,-0.663122658240795,-0.7485107481711013
33,1,17,2.0,6.0,5.0,23.034999999999997,5.0,-0.7485107481711011,-0.6631226582407952
34,0,0,4.0,8.0,5.0,28.61875,6.0,-0.8229838658936564,-0.5680647467311559
35,0,7,3.0,8.0,5.0,28.61875,6.0,-0.8854560256532096,-0.4647231720437691
36,0,0,4.0,8.0,4.0,27.08625,6.0,-0.9350162426854147,-0.3546048870425359
37,0,7,4.0,7.0,4.0,26.712857142857143,5.571428571428571,-0.970941817426052,-0.23931566428755774
