product_id,product_name,brand,category,subcategory,unit_size,price,unit_cost
P00806,Nolita Fresh Yogurt 12 oz,Nolita Fresh,Dairy & Eggs,Yogurt,12 oz,4.19,2.33
P00807,Village Choice Popcorn 6 pack,Village Choice,Snacks/Cookies/Chips,Popcorn,6 pack,3.85,2.72
P00808,Gotham Baking Mix 32 oz,Gotham,Baking,Baking Mix,32 oz,2.9,1.87
P00809,Nolita Fresh Rice 2 lb,Nolita Fresh,Grains and Pasta,Rice,2 lb,2.31,1.63
P00810,Hudson Valley Soups 6 pack,Hudson Valley,Prepared Meals,Soups,6 pack,7.51,5.58
P00811,Chelsea Star Meals 2 lb,Chelsea Star,Frozen Foods,Meals,2 lb,7.28,4.08
P00812,Nolita Fresh Prepared 2 lb,Nolita Fresh,Deli,Prepared,2 lb,10.31,8.17
P00813,GreenLeaf Cold Cuts 12 pack,GreenLeaf,Deli,Cold Cuts,12 pack,5.11,4.06
P00814,Hudson Valley Pizza 24 oz,Hudson Valley,Frozen Foods,Pizza,24 oz,8.2,5.74
P00815,Empire Quinoa 1 ct,Empire,Grains and Pasta,Quinoa,1 ct,3.66,2.76
P00816,Village Choice Spirits 2 lb,Village Choice,Alcohol,Spirits,2 lb,13.62,9.73
P00817,Harbor View Bowls 12 oz,Harbor View,Prepared Meals,Bowls,12 oz,7.3,5.71
P00818,Rivertown Beer 24 oz,Rivertown,Alcohol,Beer,24 oz,9.73,5.9
P00819,NoHo Co Prepared 12 pack,NoHo Co,Deli,Prepared,12 pack,4.62,3.05
P00820,Parkside Veggies 1 lb,Parkside,Frozen Foods,Veggies,1 lb,3.98,2.8
P00821,Village Choice Soy Sauce 1 ct,Village Choice,Condiments/Sauces/Spices,Soy Sauce,1 ct,3.31,2.55
P00822,Empire Shrimp 1 lb,Empire,Meat and Seafood,Shrimp,1 lb,8.4,5.98
P00823,Hudson Valley Wine 32 oz,Hudson Valley,Alcohol,Wine,32 oz,14.88,11.39
P00824,Hudson Valley Ketchup 16 oz,Hudson Valley,Condiments/Sauces/Spices,Ketchup,16 oz,3.03,2.31
P00825,GreenLeaf Hard Candy 6 pack,GreenLeaf,Candy,Hard Candy,6 pack,2.4,1.77
P00826,NoHo Co Wraps 6 pack,NoHo Co,Prepared Meals,Wraps,6 pack,8.59,5.71
P00827,Hudson Valley Mints 6 pack,Hudson Valley,Candy,Mints,6 pack,2.83,2.11
P00828,GreenLeaf Fish 12 oz,GreenLeaf,Meat and Seafood,Fish,12 oz,10.82,7.73
P00829,Nolita Fresh Cereal 12 oz,Nolita Fresh,Breakfast & Cereal,Cereal,12 oz,4.71,3.75
P00830,Village Choice Wine 12 oz,Village Choice,Alcohol,Wine,12 oz,8.68,6.81
P00831,Nolita Fresh Rice 24 oz,Nolita Fresh,Grains and Pasta,Rice,24 oz,2.76,2.08
P00832,NoHo Co Cold Cuts 16 oz,NoHo Co,Deli,Cold Cuts,16 oz,5.1,3.08
P00833,Parkside Mints 24 oz,Parkside,Candy,Mints,24 oz,3.41,2.5
P00834,Village Choice Soups 16 oz,Village Choice,Prepared Meals,Soups,16 oz,8.04,5.51
P00835,Harbor View Yeast 8 oz,Harbor View,Baking,Yeast,8 oz,3.72,2.32
P00836,Gotham Shrimp 6 pack,Gotham,Meat and Seafood,Shrimp,6 pack,17.25,11.92
P00837,Harbor View Meals 8 oz,Harbor View,Frozen Foods,Meals,8 oz,7.85,5.57
P00838,Gotham Chicken 32 oz,Gotham,Meat and Seafood,Chicken,32 oz,9.9,7.33
P00839,Chelsea Star Salads 12 oz,Chelsea Star,Prepared Meals,Salads,12 oz,7.73,4.27
P00840,GreenLeaf Wraps 1 lb,GreenLeaf,Prepared Meals,Wraps,1 lb,5.89,3.6
P00841,Hudson Valley Energy Drinks 32 oz,Hudson Valley,Beverages,Energy Drinks,32 oz,2.85,2.14
P00842,NoHo Co Noodles 1 lb,NoHo Co,Grains and Pasta,Noodles,1 lb,2.02,1.21
P00843,Chelsea Star Meals 2 lb,Chelsea Star,Frozen Foods,Meals,2 lb,9.87,6.95
P00844,GreenLeaf Pizza 1 lb,GreenLeaf,Frozen Foods,Pizza,1 lb,7.17,4.28
P00845,Chelsea Star Popcorn 16 oz,Chelsea Star,Snacks/Cookies/Chips,Popcorn,16 oz,4.05,2.79
P00846,Chelsea Star Cookies 1 ct,Chelsea Star,Snacks/Cookies/Chips,Cookies,1 ct,2.58,1.42
P00847,GreenLeaf Bagels 12 oz,GreenLeaf,Bakery,Bagels,12 oz,3.29,2.6
P00848,Hudson Valley Water 16 oz,Hudson Valley,Beverages,Water,16 oz,3.53,2.27
P00849,NoHo Co Gummies 2 lb,NoHo Co,Candy,Gummies,2 lb,2.0,1.25
P00850,Empire Spices 1 ct,Empire,Condiments/Sauces/Spices,Spices,1 ct,3.14,2.42
P00851,Empire Soy Sauce 6 pack,Empire,Condiments/Sauces/Spices,Soy Sauce,6 pack,5.39,4.16
P00852,NoHo Co Rice 16 oz,NoHo Co,Grains and Pasta,Rice,16 oz,2.26,1.58
P00853,Empire Yogurt 16 oz,Empire,Dairy & Eggs,Yogurt,16 oz,2.46,1.78
P00854,Chelsea Star Mints 8 oz,Chelsea Star,Candy,Mints,8 oz,1.61,0.89
P00855,Mancino Cookies 6 pack,Mancino,Snacks/Cookies/Chips,Cookies,6 pack,2.05,1.53
P00856,Harbor View Sugar 12 pack,Harbor View,Baking,Sugar,12 pack,4.8,2.75
P00857,Parkside Prepared 2 lb,Parkside,Deli,Prepared,2 lb,5.23,3.72
P00858,Harbor View Noodles 6 pack,Harbor View,Grains and Pasta,Noodles,6 pack,4.74,2.68
P00859,Hudson Valley Cheese 1 ct,Hudson Valley,Dairy & Eggs,Cheese,1 ct,5.15,3.55
P00860,Rivertown Beer 8 oz,Rivertown,Alcohol,Beer,8 oz,19.81,13.88
P00861,NoHo Co Oatmeal 32 oz,NoHo Co,Breakfast & Cereal,Oatmeal,32 oz,5.81,3.59
P00862,Chelsea Star Yeast 6 pack,Chelsea Star,Baking,Yeast,6 pack,4.06,3.07
P00863,Hudson Valley Prepared 1 ct,Hudson Valley,Deli,Prepared,1 ct,4.89,2.76
P00864,NoHo Co Pastries 1 lb,NoHo Co,Bakery,Pastries,1 lb,4.0,2.53
P00865,Nolita Fresh Cold Cuts 6 pack,Nolita Fresh,Deli,Cold Cuts,6 pack,7.14,5.33
P00866,Harbor View Cold Cuts 12 oz,Harbor View,Deli,Cold Cuts,12 oz,7.62,5.18
P00867,Rivertown Chicken 8 oz,Rivertown,Meat and Seafood,Chicken,8 oz,6.77,4.28
P00868,GreenLeaf Yogurt 12 oz,GreenLeaf,Dairy & Eggs,Yogurt,12 oz,3.33,2.19
P00869,Gotham Milk 24 oz,Gotham,Dairy & Eggs,Milk,24 oz,3.43,2.4
P00870,Nolita Fresh Bowls 1 ct,Nolita Fresh,Prepared Meals,Bowls,1 ct,7.76,5.7
P00871,Empire Noodles 1 ct,Empire,Grains and Pasta,Noodles,1 ct,1.94,1.38
P00872,Gotham Sugar 8 oz,Gotham,Baking,Sugar,8 oz,5.56,4.15
P00873,NoHo Co Ice Cream 32 oz,NoHo Co,Frozen Foods,Ice Cream,32 oz,6.14,4.67
P00874,GreenLeaf Veggies 32 oz,GreenLeaf,Frozen Foods,Veggies,32 oz,5.11,3.3
P00875,NoHo Co Granola 12 oz,NoHo Co,Breakfast & Cereal,Granola,12 oz,7.21,4.3
P00876,Mancino Yeast 32 oz,Mancino,Baking,Yeast,32 oz,5.15,3.3
P00877,Nolita Fresh Crackers 16 oz,Nolita Fresh,Snacks/Cookies/Chips,Crackers,16 oz,3.11,1.94
P00878,Nolita Fresh Juice 1 lb,Nolita Fresh,Beverages,Juice,1 lb,1.93,1.52
P00879,Village Choice Crackers 2 lb,Village Choice,Snacks/Cookies/Chips,Crackers,2 lb,2.67,2.05
P00880,Chelsea Star Cheese 32 oz,Chelsea Star,Dairy & Eggs,Cheese,32 oz,2.35,1.79
P00881,Harbor View Noodles 6 pack,Harbor View,Grains and Pasta,Noodles,6 pack,2.84,1.89
P00882,Harbor View Bread 12 pack,Harbor View,Bakery,Bread,12 pack,3.5,2.35
P00883,Nolita Fresh Pork 1 lb,Nolita Fresh,Meat and Seafood,Pork,1 lb,8.94,5.89
P00884,GreenLeaf Butter 1 ct,GreenLeaf,Dairy & Eggs,Butter,1 ct,5.45,3.99
P00885,Hudson Valley Spirits 6 pack,Hudson Valley,Alcohol,Spirits,6 pack,10.32,7.25
P00886,Hudson Valley Quinoa 12 pack,Hudson Valley,Grains and Pasta,Quinoa,12 pack,2.81,1.64
P00887,Harbor View Mustard 24 oz,Harbor View,Condiments/Sauces/Spices,Mustard,24 oz,4.24,3.35
P00888,GreenLeaf Yogurt 32 oz,GreenLeaf,Dairy & Eggs,Yogurt,32 oz,4.76,2.7
P00889,Chelsea Star Gummies 6 pack,Chelsea Star,Candy,Gummies,6 pack,2.44,1.5
P00890,Village Choice Bowls 8 oz,Village Choice,Prepared Meals,Bowls,8 oz,7.6,4.65
P00891,Village Choice Beer 6 pack,Village Choice,Alcohol,Beer,6 pack,11.34,7.01
P00892,Empire Beer 6 pack,Empire,Alcohol,Beer,6 pack,13.15,9.73
P00893,Harbor View Milk 24 oz,Harbor View,Dairy & Eggs,Milk,24 oz,5.08,2.88
P00894,Village Choice Chicken 32 oz,Village Choice,Meat and Seafood,Chicken,32 oz,8.41,5.65
P00895,Hudson Valley Baking Mix 1 lb,Hudson Valley,Baking,Baking Mix,1 lb,1.91,1.22
P00896,GreenLeaf Cereal 16 oz,GreenLeaf,Breakfast & Cereal,Cereal,16 oz,5.61,4.35
P00897,Village Choice Wine 32 oz,Village Choice,Alcohol,Wine,32 oz,12.2,9.57
P00898,Harbor View Chicken 12 oz,Harbor View,Meat and Seafood,Chicken,12 oz,10.24,5.77
P00899,Mancino Beef 24 oz,Mancino,Meat and Seafood,Beef,24 oz,6.09,4.46
P00900,Empire Milk 1 ct,Empire,Dairy & Eggs,Milk,1 ct,3.07,2.44
P00901,Village Choice Tea 6 pack,Village Choice,Beverages,Tea,6 pack,3.66,2.19
P00902,Nolita Fresh Beer 1 lb,Nolita Fresh,Alcohol,Beer,1 lb,8.77,6.06
P00903,Harbor View Chips 16 oz,Harbor View,Snacks/Cookies/Chips,Chips,16 oz,3.37,2.37
P00904,Gotham Milk 2 lb,Gotham,Dairy & Eggs,Milk,2 lb,3.47,2.21
P00905,Hudson Valley Bread 1 lb,Hudson Valley,Bakery,Bread,1 lb,3.33,2.54
P00906,Empire Hard Candy 2 lb,Empire,Candy,Hard Candy,2 lb,2.04,1.41
P00907,Village Choice Wraps 16 oz,Village Choice,Prepared Meals,Wraps,16 oz,6.21,4.75
P00908,Chelsea Star Bread 16 oz,Chelsea Star,Bakery,Bread,16 oz,4.06,2.97
P00909,Nolita Fresh Yogurt 24 oz,Nolita Fresh,Dairy & Eggs,Yogurt,24 oz,3.66,2.51
P00910,Harbor View Rice 1 ct,Harbor View,Grains and Pasta,Rice,1 ct,2.28,1.3
P00911,Gotham Noodles 12 oz,Gotham,Grains and Pasta,Noodles,12 oz,1.91,1.13
P00912,Empire Dog Food 12 oz,Empire,Pet Food,Dog Food,12 oz,3.37,2.65
P00913,GreenLeaf Meals 2 lb,GreenLeaf,Frozen Foods,Meals,2 lb,7.25,4.83
P00914,Gotham Gummies 32 oz,Gotham,Candy,Gummies,32 oz,3.13,2.04
P00915,Gotham Pasta 12 pack,Gotham,Grains and Pasta,Pasta,12 pack,2.92,1.65
P00916,Nolita Fresh Ice Cream 8 oz,Nolita Fresh,Frozen Foods,Ice Cream,8 oz,10.87,7.37
P00917,Gotham Cookies 12 pack,Gotham,Snacks/Cookies/Chips,Cookies,12 pack,2.87,1.62
P00918,Nolita Fresh Veggies 2 lb,Nolita Fresh,Frozen Foods,Veggies,2 lb,9.17,6.85
P00919,Gotham Cereal 6 pack,Gotham,Breakfast & Cereal,Cereal,6 pack,3.83,2.26
P00920,Gotham Ketchup 6 pack,Gotham,Condiments/Sauces/Spices,Ketchup,6 pack,2.87,1.82
P00921,NoHo Co Pasta 8 oz,NoHo Co,Grains and Pasta,Pasta,8 oz,2.58,1.55
P00922,Empire Hard Candy 2 lb,Empire,Candy,Hard Candy,2 lb,3.75,2.89
P00923,Harbor View Nuts 1 lb,Harbor View,Snacks/Cookies/Chips,Nuts,1 lb,2.79,2.22
P00924,Empire Prepared 6 pack,Empire,Deli,Prepared,6 pack,4.06,3.02
P00925,Mancino Salads 1 ct,Mancino,Prepared Meals,Salads,1 ct,9.98,6.83
P00926,Rivertown Bread 24 oz,Rivertown,Bakery,Bread,24 oz,3.92,2.64
P00927,Harbor View Beer 12 pack,Harbor View,Alcohol,Beer,12 pack,12.93,9.77
P00928,Harbor View Bars 2 lb,Harbor View,Breakfast & Cereal,Bars,2 lb,3.73,2.41
P00929,Rivertown Bagels 12 oz,Rivertown,Bakery,Bagels,12 oz,4.11,2.56
P00930,NoHo Co Cereal 24 oz,NoHo Co,Breakfast & Cereal,Cereal,24 oz,3.14,2.35
P00931,NoHo Co Wraps 1 lb,NoHo Co,Prepared Meals,Wraps,1 lb,12.78,9.58
P00932,Village Choice Spices 12 oz,Village Choice,Condiments/Sauces/Spices,Spices,12 oz,4.58,2.97
P00933,Nolita Fresh Bars 24 oz,Nolita Fresh,Breakfast & Cereal,Bars,24 oz,4.58,2.7
P00934,Hudson Valley Beer 2 lb,Hudson Valley,Alcohol,Beer,2 lb,14.85,10.75
P00935,Chelsea Star Cakes 1 ct,Chelsea Star,Bakery,Cakes,1 ct,3.41,2.61
P00936,Village Choice Wine 16 oz,Village Choice,Alcohol,Wine,16 oz,15.52,12.05
P00937,Nolita Fresh Bread 16 oz,Nolita Fresh,Bakery,Bread,16 oz,3.68,2.19
P00938,Empire Beef 6 pack,Empire,Meat and Seafood,Beef,6 pack,8.14,6.3
P00939,Empire Hard Candy 1 lb,Empire,Candy,Hard Candy,1 lb,1.97,1.3
P00940,Nolita Fresh Baking Mix 12 oz,Nolita Fresh,Baking,Baking Mix,12 oz,3.89,2.74
P00941,GreenLeaf Salads 2 lb,GreenLeaf,Prepared Meals,Salads,2 lb,8.05,6.37
P00942,Rivertown Cereal 1 ct,Rivertown,Breakfast & Cereal,Cereal,1 ct,6.41,4.19
P00943,Parkside Pasta 6 pack,Parkside,Grains and Pasta,Pasta,6 pack,1.92,1.48
P00944,Mancino Cheese 6 pack,Mancino,Deli,Cheese,6 pack,6.68,4.39
P00945,Empire Nuts 1 lb,Empire,Snacks/Cookies/Chips,Nuts,1 lb,4.04,2.95
P00946,Hudson Valley Baking Mix 1 ct,Hudson Valley,Baking,Baking Mix,1 ct,6.69,5.17
P00947,Gotham Pasta 12 pack,Gotham,Grains and Pasta,Pasta,12 pack,2.62,1.56
P00948,Mancino Beer 24 oz,Mancino,Alcohol,Beer,24 oz,10.99,8.4
P00949,GreenLeaf Wine 2 lb,GreenLeaf,Alcohol,Wine,2 lb,12.52,9.11
P00950,Empire Dog Food 8 oz,Empire,Pet Food,Dog Food,8 oz,9.73,6.12
P00951,Nolita Fresh Prepared 2 lb,Nolita Fresh,Deli,Prepared,2 lb,8.34,5.54
P00952,Gotham Water 2 lb,Gotham,Beverages,Water,2 lb,2.91,1.86
P00953,GreenLeaf Treats 32 oz,GreenLeaf,Pet Food,Treats,32 oz,9.68,6.14
P00954,Chelsea Star Chips 1 lb,Chelsea Star,Snacks/Cookies/Chips,Chips,1 lb,2.98,1.77
P00955,Empire Bread 24 oz,Empire,Bakery,Bread,24 oz,4.94,2.84
P00956,Harbor View Salads 12 oz,Harbor View,Prepared Meals,Salads,12 oz,9.17,5.59
P00957,Rivertown Cat Food 32 oz,Rivertown,Pet Food,Cat Food,32 oz,6.35,4.21
P00958,NoHo Co Chocolate 6 pack,NoHo Co,Candy,Chocolate,6 pack,1.99,1.47
P00959,Gotham Wine 32 oz,Gotham,Alcohol,Wine,32 oz,16.27,10.38
P00960,Nolita Fresh Ice Cream 1 ct,Nolita Fresh,Frozen Foods,Ice Cream,1 ct,9.51,7.23
P00961,GreenLeaf Energy Drinks 1 ct,GreenLeaf,Beverages,Energy Drinks,1 ct,3.32,2.35
P00962,Nolita Fresh Cheese 12 pack,Nolita Fresh,Dairy & Eggs,Cheese,12 pack,3.48,2.02
P00963,Empire Wraps 8 oz,Empire,Prepared Meals,Wraps,8 oz,5.96,4.3
P00964,Mancino Cat Food 24 oz,Mancino,Pet Food,Cat Food,24 oz,9.42,5.35
P00965,Village Choice Cheese 8 oz,Village Choice,Deli,Cheese,8 oz,6.44,3.91
P00966,Village Choice Chocolate 2 lb,Village Choice,Candy,Chocolate,2 lb,2.34,1.78
P00967,Hudson Valley Cookies 24 oz,Hudson Valley,Snacks/Cookies/Chips,Cookies,24 oz,3.73,2.7
P00968,Harbor View Cold Cuts 6 pack,Harbor View,Deli,Cold Cuts,6 pack,4.29,2.91
P00969,Nolita Fresh Beer 32 oz,Nolita Fresh,Alcohol,Beer,32 oz,9.34,5.21
P00970,Gotham Bread 12 pack,Gotham,Bakery,Bread,12 pack,3.38,2.12
P00971,Parkside Hot Sauce 12 oz,Parkside,Condiments/Sauces/Spices,Hot Sauce,12 oz,3.98,3.06
P00972,NoHo Co Pizza 16 oz,NoHo Co,Frozen Foods,Pizza,16 oz,6.8,5.04
P00973,Hudson Valley Noodles 1 ct,Hudson Valley,Grains and Pasta,Noodles,1 ct,2.93,1.8
P00974,Harbor View Pizza 16 oz,Harbor View,Frozen Foods,Pizza,16 oz,8.58,6.66
P00975,Rivertown Water 1 lb,Rivertown,Beverages,Water,1 lb,3.55,2.05
P00976,Nolita Fresh Cat Food 1 lb,Nolita Fresh,Pet Food,Cat Food,1 lb,11.26,7.45
P00977,Rivertown Mints 24 oz,Rivertown,Candy,Mints,24 oz,3.3,2.27
P00978,Empire Bagels 1 ct,Empire,Bakery,Bagels,1 ct,3.88,2.5
P00979,Hudson Valley Bagels 16 oz,Hudson Valley,Bakery,Bagels,16 oz,3.5,2.57
P00980,GreenLeaf Butter 2 lb,GreenLeaf,Dairy & Eggs,Butter,2 lb,3.42,2.67
P00981,Gotham Pastries 6 pack,Gotham,Bakery,Pastries,6 pack,4.78,2.98
P00982,Rivertown Bars 12 oz,Rivertown,Breakfast & Cereal,Bars,12 oz,4.04,3.14
P00983,Village Choice Bagels 32 oz,Village Choice,Bakery,Bagels,32 oz,4.81,2.67
P00984,Mancino Nuts 24 oz,Mancino,Snacks/Cookies/Chips,Nuts,24 oz,3.5,2.77
P00985,Empire Cookies 12 oz,Empire,Snacks/Cookies/Chips,Cookies,12 oz,2.37,1.79
P00986,GreenLeaf Chicken 2 lb,GreenLeaf,Meat and Seafood,Chicken,2 lb,11.81,7.33
P00987,Village Choice Cold Cuts 32 oz,Village Choice,Deli,Cold Cuts,32 oz,6.58,3.78
P00988,Mancino Oatmeal 2 lb,Mancino,Breakfast & Cereal,Oatmeal,2 lb,7.13,4.35
P00989,NoHo Co Popcorn 12 pack,NoHo Co,Snacks/Cookies/Chips,Popcorn,12 pack,2.99,1.87
P00990,Parkside Soda 12 oz,Parkside,Beverages,Soda,12 oz,2.78,1.94
P00991,Hudson Valley Wraps 8 oz,Hudson Valley,Prepared Meals,Wraps,8 oz,6.15,4.53
P00992,Empire Beer 24 oz,Empire,Alcohol,Beer,24 oz,9.19,5.17
P00993,GreenLeaf Popcorn 12 oz,GreenLeaf,Snacks/Cookies/Chips,Popcorn,12 oz,3.8,2.94
P00994,Hudson Valley Ice Cream 8 oz,Hudson Valley,Frozen Foods,Ice Cream,8 oz,9.97,5.95
P00995,Village Choice Bagels 6 pack,Village Choice,Bakery,Bagels,6 pack,3.9,2.92
P00996,Hudson Valley Wraps 1 lb,Hudson Valley,Prepared Meals,Wraps,1 lb,7.67,4.28
P00997,Parkside Bread 8 oz,Parkside,Bakery,Bread,8 oz,4.07,2.3
P00998,Nolita Fresh Yeast 2 lb,Nolita Fresh,Baking,Yeast,2 lb,4.68,3.55
P00999,Harbor View Milk 2 lb,Harbor View,Dairy & Eggs,Milk,2 lb,2.78,1.59
P01000,Gotham Baking Mix 16 oz,Gotham,Baking,Baking Mix,16 oz,3.71,2.88
P01001,Parkside Granola 16 oz,Parkside,Breakfast & Cereal,Granola,16 oz,5.74,4.42
P01002,Chelsea Star Spirits 1 ct,Chelsea Star,Alcohol,Spirits,1 ct,13.6,9.42
P01003,Rivertown Coffee 6 pack,Rivertown,Beverages,Coffee,6 pack,1.53,0.96
P01004,Parkside Spices 8 oz,Parkside,Condiments/Sauces/Spices,Spices,8 oz,4.15,2.73
P01005,Harbor View Pastries 16 oz,Harbor View,Bakery,Pastries,16 oz,4.55,3.52
P01006,Village Choice Mustard 12 pack,Village Choice,Condiments/Sauces/Spices,Mustard,12 pack,4.93,3.26
P01007,NoHo Co Coffee 8 oz,NoHo Co,Beverages,Coffee,8 oz,4.49,3.13
P01008,Parkside Hot Sauce 12 pack,Parkside,Condiments/Sauces/Spices,Hot Sauce,12 pack,4.86,3.53
P01009,GreenLeaf Soups 1 ct,GreenLeaf,Prepared Meals,Soups,1 ct,8.15,4.69
P01010,Harbor View Cheese 32 oz,Harbor View,Deli,Cheese,32 oz,4.02,2.6
P01011,GreenLeaf Flour 1 ct,GreenLeaf,Baking,Flour,1 ct,6.02,4.74
P01012,Rivertown Soda 8 oz,Rivertown,Beverages,Soda,8 oz,2.87,2.01
P01013,NoHo Co Soups 1 lb,NoHo Co,Prepared Meals,Soups,1 lb,8.09,5.73
P01014,Empire Wraps 12 oz,Empire,Prepared Meals,Wraps,12 oz,12.22,6.94
P01015,Gotham Coffee 32 oz,Gotham,Beverages,Coffee,32 oz,2.49,1.66
P01016,Mancino Prepared 24 oz,Mancino,Deli,Prepared,24 oz,4.31,2.42
P01017,GreenLeaf Meals 16 oz,GreenLeaf,Frozen Foods,Meals,16 oz,5.84,4.63
P01018,Chelsea Star Sugar 1 lb,Chelsea Star,Baking,Sugar,1 lb,2.94,1.86
P01019,Chelsea Star Bowls 8 oz,Chelsea Star,Prepared Meals,Bowls,8 oz,5.63,3.96
P01020,Chelsea Star Pork 1 ct,Chelsea Star,Meat and Seafood,Pork,1 ct,8.81,5.46
P01021,Parkside Sugar 12 pack,Parkside,Baking,Sugar,12 pack,3.57,1.97
P01022,Parkside Oatmeal 8 oz,Parkside,Breakfast & Cereal,Oatmeal,8 oz,3.13,1.73
P01023,Gotham Bread 1 ct,Gotham,Bakery,Bread,1 ct,3.7,2.78
P01024,NoHo Co Soda 6 pack,NoHo Co,Beverages,Soda,6 pack,2.49,1.73
P01025,Chelsea Star Wine 24 oz,Chelsea Star,Alcohol,Wine,24 oz,7.51,5.88
P01026,GreenLeaf Wraps 16 oz,GreenLeaf,Prepared Meals,Wraps,16 oz,8.23,5.34
P01027,Mancino Cat Food 8 oz,Mancino,Pet Food,Cat Food,8 oz,7.38,4.27
P01028,Hudson Valley Sugar 12 pack,Hudson Valley,Baking,Sugar,12 pack,2.9,1.85
P01029,Hudson Valley Cookies 1 lb,Hudson Valley,Snacks/Cookies/Chips,Cookies,1 lb,3.93,2.65
P01030,Chelsea Star Fish 12 oz,Chelsea Star,Meat and Seafood,Fish,12 oz,9.05,6.57
P01031,GreenLeaf Hard Candy 16 oz,GreenLeaf,Candy,Hard Candy,16 oz,2.09,1.37
P01032,Village Choice Yeast 6 pack,Village Choice,Baking,Yeast,6 pack,2.4,1.57
P01033,Empire Quinoa 12 pack,Empire,Grains and Pasta,Quinoa,12 pack,2.67,1.87
P01034,GreenLeaf Shrimp 24 oz,GreenLeaf,Meat and Seafood,Shrimp,24 oz,10.22,6.41
P01035,Harbor View Rice 32 oz,Harbor View,Grains and Pasta,Rice,32 oz,2.22,1.36
P01036,Empire Pork 16 oz,Empire,Meat and Seafood,Pork,16 oz,9.34,5.28
P01037,Nolita Fresh Beef 1 ct,Nolita Fresh,Meat and Seafood,Beef,1 ct,13.47,7.79
P01038,Mancino Spices 16 oz,Mancino,Condiments/Sauces/Spices,Spices,16 oz,4.38,2.83
P01039,Chelsea Star Ice Cream 24 oz,Chelsea Star,Frozen Foods,Ice Cream,24 oz,3.8,2.2
P01040,Parkside Pasta 16 oz,Parkside,Grains and Pasta,Pasta,16 oz,2.09,1.37
P01041,Gotham Chocolate 1 lb,Gotham,Candy,Chocolate,1 lb,2.42,1.38
P01042,Village Choice Gummies 12 oz,Village Choice,Candy,Gummies,12 oz,2.55,1.63
P01043,Parkside Cookies 8 oz,Parkside,Snacks/Cookies/Chips,Cookies,8 oz,3.13,2.25
P01044,Gotham Oatmeal 12 oz,Gotham,Breakfast & Cereal,Oatmeal,12 oz,5.03,3.22
P01045,Hudson Valley Hard Candy 8 oz,Hudson Valley,Candy,Hard Candy,8 oz,2.44,1.73
P01046,Parkside Wine 2 lb,Parkside,Alcohol,Wine,2 lb,12.06,9.39
P01047,Parkside Yeast 2 lb,Parkside,Baking,Yeast,2 lb,4.44,3.25
P01048,Hudson Valley Mints 6 pack,Hudson Valley,Candy,Mints,6 pack,2.69,1.56
P01049,Empire Wraps 6 pack,Empire,Prepared Meals,Wraps,6 pack,6.01,3.32
P01050,Rivertown Bread 8 oz,Rivertown,Bakery,Bread,8 oz,4.11,2.69
P01051,Hudson Valley Hard Candy 12 oz,Hudson Valley,Candy,Hard Candy,12 oz,2.42,1.68
P01052,Harbor View Gummies 16 oz,Harbor View,Candy,Gummies,16 oz,1.56,0.88
P01053,NoHo Co Beef 12 oz,NoHo Co,Meat and Seafood,Beef,12 oz,9.37,5.96
P01054,Nolita Fresh Mints 8 oz,Nolita Fresh,Candy,Mints,8 oz,1.93,1.41
P01055,Chelsea Star Mustard 2 lb,Chelsea Star,Condiments/Sauces/Spices,Mustard,2 lb,4.46,3.23
P01056,Hudson Valley Flour 1 lb,Hudson Valley,Baking,Flour,1 lb,3.89,2.56
P01057,Harbor View Juice 12 pack,Harbor View,Beverages,Juice,12 pack,2.23,1.4
P01058,Rivertown Shrimp 32 oz,Rivertown,Meat and Seafood,Shrimp,32 oz,11.33,8.47
P01059,Hudson Valley Oatmeal 8 oz,Hudson Valley,Breakfast & Cereal,Oatmeal,8 oz,6.37,4.81
P01060,NoHo Co Spices 6 pack,NoHo Co,Condiments/Sauces/Spices,Spices,6 pack,3.29,2.51
P01061,GreenLeaf Flour 8 oz,GreenLeaf,Baking,Flour,8 oz,3.38,2.13
P01062,Rivertown Ketchup 1 ct,Rivertown,Condiments/Sauces/Spices,Ketchup,1 ct,4.29,2.98
P01063,Hudson Valley Cheese 8 oz,Hudson Valley,Dairy & Eggs,Cheese,8 oz,4.85,3.52
P01064,Village Choice Juice 32 oz,Village Choice,Beverages,Juice,32 oz,1.98,1.43
P01065,Hudson Valley Cakes 32 oz,Hudson Valley,Bakery,Cakes,32 oz,3.05,2.01
P01066,Parkside Soups 6 pack,Parkside,Prepared Meals,Soups,6 pack,7.22,4.23
P01067,Rivertown Treats 12 oz,Rivertown,Pet Food,Treats,12 oz,6.48,3.81
P01068,Empire Noodles 1 lb,Empire,Grains and Pasta,Noodles,1 lb,3.04,1.69
P01069,GreenLeaf Cat Food 16 oz,GreenLeaf,Pet Food,Cat Food,16 oz,9.71,6.17
P01070,Rivertown Milk 6 pack,Rivertown,Dairy & Eggs,Milk,6 pack,4.96,2.82
P01071,Gotham Yogurt 32 oz,Gotham,Dairy & Eggs,Yogurt,32 oz,2.3,1.65
P01072,Empire Pizza 12 oz,Empire,Frozen Foods,Pizza,12 oz,5.31,3.72
P01073,NoHo Co Pastries 2 lb,NoHo Co,Bakery,Pastries,2 lb,2.94,2.34
P01074,NoHo Co Wraps 8 oz,NoHo Co,Prepared Meals,Wraps,8 oz,6.9,4.58
