product_id,store_id,on_hand_units,reorder_point,base_price_override_cents,active
P00108,S0004,12,29,,True
P00968,S0004,87,28,1537.0,True
P01874,S0004,33,24,,True
P00944,S0004,62,16,1599.0,True
P00022,S0004,32,19,,True
P01168,S0004,90,10,1125.0,True
P00008,S0004,21,29,,True
P01938,S0004,16,13,,True
P01972,S0004,66,18,,True
P00348,S0004,25,12,1875.0,True
P01334,S0004,52,16,1546.0,True
P01391,S0004,36,13,485.0,True
P00834,S0004,87,22,1675.0,True
P01054,S0004,28,13,,True
P01218,S0004,11,30,381.0,True
P01556,S0004,58,23,190.0,True
P01580,S0004,37,18,1446.0,True
P00448,S0004,48,13,,True
P00575,S0004,47,10,,True
P00239,S0004,53,15,,True
P01671,S0004,47,13,261.0,True
P01019,S0004,44,15,382.0,True
P01871,S0004,32,10,,True
P00551,S0004,64,26,,True
P01187,S0004,69,12,783.0,True
P01786,S0004,73,27,,True
P00655,S0004,83,16,1739.0,True
P00040,S0004,51,14,,True
P00881,S0004,42,12,,True
P00173,S0004,68,12,,True
P00512,S0004,81,11,,True
P00985,S0004,34,16,,True
P00391,S0004,50,15,184.0,True
P01793,S0004,23,19,,True
P00911,S0004,82,25,,True
P00787,S0004,68,24,,True
P00885,S0004,93,30,636.0,True
P00896,S0004,83,12,,True
P00014,S0004,53,17,,True
P00166,S0004,16,21,,True
P00676,S0004,43,19,,True
P00679,S0004,55,13,,True
P01983,S0004,51,11,1621.0,True
P00520,S0004,75,10,,True
P01113,S0004,42,16,,True
P00291,S0004,94,12,,True
P01229,S0004,43,29,,True
P01484,S0004,74,18,,True
P00244,S0004,61,26,,True
P00940,S0004,22,14,449.0,True
P00544,S0004,74,21,,True
P01121,S0004,44,27,,True
P01905,S0004,98,26,,True
P01867,S0004,100,13,864.0,True
P00463,S0004,39,19,,True
P01209,S0004,67,15,,True
P01894,S0004,88,21,,True
P01466,S0004,26,29,348.0,True
P00473,S0004,36,27,982.0,True
P01942,S0004,66,16,,True
P00330,S0004,21,15,282.0,True
P01138,S0004,27,23,1151.0,True
P00783,S0004,69,19,1065.0,True
P01268,S0004,71,28,481.0,True
P00340,S0004,32,17,238.0,True
P00513,S0004,70,11,,True
P00062,S0004,49,26,,True
P00408,S0004,79,13,617.0,True
P01835,S0004,92,24,,True
P00361,S0004,11,29,,True
P01548,S0004,61,16,,True
P00149,S0004,100,24,428.0,True
P00314,S0004,14,20,558.0,True
P00092,S0004,67,12,,True
P01307,S0004,78,20,,True
P00743,S0004,28,28,,True
P01814,S0004,54,15,925.0,True
P01249,S0004,41,12,,True
P01287,S0004,30,23,,True
P00241,S0004,74,24,,True
P00963,S0004,63,14,,True
P01497,S0004,86,25,,True
P01281,S0004,59,29,,True
P00603,S0004,56,18,,True
P01023,S0004,52,19,,True
P00188,S0004,23,14,,True
P00321,S0004,81,28,,True
P01919,S0004,62,26,,True
P00740,S0004,43,29,,True
P00475,S0004,49,30,,True
P01135,S0004,54,28,677.0,True
P01241,S0004,95,18,,True
P01131,S0004,57,16,,True
P00393,S0004,43,25,,True
P01571,S0004,66,16,,True
P01804,S0004,91,14,568.0,True
P01317,S0004,80,28,,True
P00850,S0004,90,15,,True
P00265,S0004,100,29,1631.0,True
P01945,S0004,20,17,,True
P00081,S0004,80,29,413.0,True
P00461,S0004,63,22,,True
P01260,S0004,40,27,1608.0,True
P01313,S0004,32,15,,True
P00687,S0004,49,19,,True
P01714,S0004,47,24,,True
P01618,S0004,28,11,,True
P01102,S0004,31,13,399.0,True
P00681,S0004,14,23,1519.0,True
P01133,S0004,92,25,528.0,True
P00960,S0004,83,14,398.0,True
P01673,S0004,66,17,,True
P01424,S0004,41,15,,True
P00279,S0004,32,17,448.0,True
P01447,S0004,99,11,,True
P00218,S0004,68,13,,True
P01180,S0004,66,21,667.0,True
P01933,S0004,72,15,,True
P00917,S0004,41,19,466.0,True
P00025,S0004,60,20,1592.0,True
P00832,S0004,57,12,,True
P00609,S0004,63,20,649.0,True
P00526,S0004,90,14,,True
P00079,S0004,51,24,,True
P00234,S0004,48,26,685.0,True
P01608,S0004,21,25,316.0,True
P00247,S0004,41,14,1019.0,True
P00689,S0004,64,17,294.0,True
P01371,S0004,34,25,435.0,True
P01215,S0004,51,13,762.0,True
P01318,S0004,35,23,366.0,True
P01855,S0004,66,17,,True
P01375,S0004,37,22,,True
P01884,S0004,26,15,,True
P01513,S0004,97,30,,True
P00186,S0004,40,21,,True
P01125,S0004,63,23,,True
P01048,S0004,96,22,1689.0,True
P01680,S0004,43,17,,True
P00576,S0004,84,26,426.0,True
P00028,S0004,88,25,346.0,True
P00533,S0004,61,29,,True
P01251,S0004,21,25,492.0,True
P01354,S0004,22,17,,True
P00483,S0004,86,21,,True
P00146,S0004,78,18,346.0,True
P00363,S0004,89,29,,True
P00137,S0004,32,27,,True
P01555,S0004,56,25,,True
P01423,S0004,16,27,,True
P00631,S0004,87,25,,True
P01887,S0004,50,27,,True
P01563,S0004,65,30,,True
P01074,S0004,43,25,392.0,True
P01225,S0004,12,13,,True
P01482,S0004,51,16,,True
P00518,S0004,85,25,,True
P00319,S0004,25,20,810.0,True
P00164,S0004,20,10,,True
P01400,S0004,40,27,,True
P01706,S0004,97,12,,True
P01795,S0004,41,26,,True
P01777,S0004,48,30,975.0,True
P01647,S0004,32,24,,True
P00134,S0004,51,19,,True
P00788,S0004,80,11,670.0,True
P01736,S0004,17,17,,True
P01550,S0004,30,24,,True
P00964,S0004,37,22,,True
P01331,S0004,87,11,,True
P01613,S0004,71,21,424.0,True
P00255,S0004,53,17,,True
P01205,S0004,37,11,,True
P00411,S0004,26,20,470.0,True
P00698,S0004,71,16,,True
P01829,S0004,18,24,,True
P01622,S0004,37,27,,True
P00510,S0004,98,28,1259.0,True
P00667,S0004,19,27,,True
P00838,S0004,24,15,,True
P01665,S0004,47,28,,True
P00796,S0004,53,12,562.0,True
P02000,S0004,54,18,,True
P00071,S0004,82,10,,True
P00778,S0004,41,23,352.0,True
P00842,S0004,41,10,,True
P01940,S0004,32,30,,True
P01705,S0004,48,13,851.0,True
P00506,S0004,62,21,,True
P00095,S0004,11,12,,True
P01254,S0004,87,20,,True
P00346,S0004,23,27,,True
P00955,S0004,22,17,,True
P00191,S0004,40,19,,True
P00806,S0004,33,24,,True
P00250,S0004,45,12,,True
P00789,S0004,58,17,,True
P01444,S0004,84,21,,True
P01213,S0004,10,18,,True
P00193,S0004,87,18,,True
P01527,S0004,70,15,,True
P00768,S0004,64,14,,True
P00372,S0004,89,13,356.0,True
P00756,S0004,41,29,,True
P00924,S0004,65,14,,True
P00434,S0004,48,14,313.0,True
P01217,S0004,88,18,,True
P00863,S0004,25,12,,True
P00210,S0004,100,12,,True
P00368,S0004,94,19,,True
P00579,S0004,99,21,347.0,True
P00709,S0004,42,26,,True
P01161,S0004,16,10,1407.0,True
P00382,S0004,53,18,,True
P01459,S0004,26,10,,True
P01327,S0004,100,22,,True
P00604,S0004,67,15,1431.0,True
P01038,S0004,92,24,,True
P00290,S0004,99,12,,True
P01732,S0004,83,30,271.0,True
P01253,S0004,67,16,,True
P00440,S0004,90,19,,True
P00988,S0004,68,23,996.0,True
P00413,S0004,75,30,,True
P01750,S0004,69,17,634.0,True
P00402,S0004,64,12,,True
P01523,S0004,100,26,450.0,True
P00507,S0004,87,11,,True
P00981,S0004,10,19,,True
P01981,S0004,53,24,563.0,True
P01269,S0004,81,20,,True
P00914,S0004,21,24,,True
P00826,S0004,20,28,,True
P00549,S0004,77,19,,True
P01252,S0004,15,25,746.0,True
P00866,S0004,43,12,,True
P00068,S0004,34,10,,True
P01106,S0004,19,14,,True
P00303,S0004,67,15,,True
P00793,S0004,97,27,893.0,True
P01156,S0004,63,24,,True
P01511,S0004,70,30,,True
P01117,S0004,92,11,,True
P01469,S0004,35,23,,True
P00927,S0004,40,29,,True
P01662,S0004,11,10,,True
P01220,S0004,36,20,,True
P01901,S0004,99,27,,True
P01721,S0004,38,16,,True
P01851,S0004,42,22,1205.0,True
P01340,S0004,100,19,331.0,True
P00131,S0004,51,18,200.0,True
P01757,S0004,86,18,,True
P00100,S0004,92,28,481.0,True
P00632,S0004,30,15,,True
P00880,S0004,33,26,880.0,True
P01079,S0004,65,11,,True
P00844,S0004,87,20,,True
P01116,S0004,82,27,,True
P00029,S0004,67,25,,True
P00818,S0004,86,12,,True
P00056,S0004,76,28,999.0,True
P00702,S0004,74,17,,True
P00562,S0004,63,15,804.0,True
P01107,S0004,96,27,,True
P00144,S0004,16,29,,True
P00485,S0004,28,11,,True
P01973,S0004,71,28,,True
P00396,S0004,34,16,,True
P01718,S0004,12,23,,True
P00773,S0004,23,24,,True
P00595,S0004,85,15,524.0,True
P01132,S0004,35,16,,True
P01297,S0004,78,12,,True
P01870,S0004,42,11,,True
P00552,S0004,19,14,,True
P00647,S0004,88,23,,True
P01754,S0004,41,24,,True
P01904,S0004,59,15,,True
P01027,S0004,88,27,,True
P01047,S0004,92,18,,True
P00044,S0004,54,23,,True
P00245,S0004,18,22,432.0,True
P01238,S0004,36,13,550.0,True
P00452,S0004,76,19,429.0,True
P00538,S0004,68,28,,True
P00627,S0004,98,12,,True
P01977,S0004,61,11,,True
P00261,S0004,40,14,,True
P00404,S0004,66,22,387.0,True
P01776,S0004,90,10,,True
P00107,S0004,97,13,,True
P00899,S0004,60,21,1586.0,True
P00076,S0004,66,15,1563.0,True
P01594,S0004,54,10,359.0,True
P01481,S0004,13,19,,True
P00436,S0004,98,30,,True
P00656,S0004,82,10,,True
P01807,S0004,68,14,275.0,True
P00384,S0004,24,22,,True
P01907,S0004,32,17,519.0,True
P01239,S0004,83,30,,True
P01076,S0004,27,29,,True
P01756,S0004,12,10,,True
P01143,S0004,92,14,,True
P01361,S0004,52,16,,True
P01208,S0004,51,29,256.0,True
P01283,S0004,82,14,,True
P01286,S0004,38,19,,True
P01403,S0004,42,10,,True
P00438,S0004,49,10,248.0,True
P00978,S0004,70,30,1152.0,True
P01089,S0004,10,19,,True
P01600,S0004,13,11,,True
P01415,S0004,85,28,,True
P01185,S0004,81,12,,True
P01290,S0004,43,23,,True
P01582,S0004,63,15,,True
P00449,S0004,68,22,,True
P01912,S0004,52,25,,True
P01234,S0004,59,23,,True
P01429,S0004,27,21,1646.0,True
P00126,S0004,74,20,,True
P01739,S0004,92,24,,True
P00113,S0004,28,30,,True
P00399,S0004,63,22,,True
P01123,S0004,44,11,438.0,True
P00848,S0004,87,20,,True
P00392,S0004,32,13,,True
P01479,S0004,73,19,322.0,True
P00763,S0004,54,29,404.0,True
P00202,S0004,18,12,901.0,True
P00012,S0004,57,29,539.0,True
P01918,S0004,19,28,,True
P00767,S0004,29,12,,True
P01768,S0004,62,30,,True
P00887,S0004,98,19,,True
P00268,S0004,84,19,,True
P00195,S0004,54,25,481.0,True
P01961,S0004,73,27,,True
P01780,S0004,77,28,,True
P01551,S0004,79,21,,True
P01436,S0004,54,16,1679.0,True
P00394,S0004,87,23,1526.0,True
P01634,S0004,99,13,,True
P00888,S0004,29,17,,True
P00243,S0004,28,11,415.0,True
P00041,S0004,10,29,,True
P01028,S0004,79,18,460.0,True
P00023,S0004,20,15,1118.0,True
P01558,S0004,13,20,,True
P01688,S0004,46,14,,True
P00002,S0004,26,14,,True
P01593,S0004,85,26,,True
P01609,S0004,49,28,,True
P00972,S0004,10,22,260.0,True
P01773,S0004,67,18,,True
P01923,S0004,92,26,675.0,True
P00615,S0004,63,28,,True
P00883,S0004,76,29,,True
P00183,S0004,32,12,,True
P00675,S0004,22,14,1399.0,True
P00623,S0004,85,27,,True
P00613,S0004,10,15,,True
P01669,S0004,63,28,,True
P01198,S0004,22,12,,True
P01742,S0004,50,27,,True
P01282,S0004,88,15,,True
P01262,S0004,35,13,,True
P01950,S0004,72,26,,True
P01778,S0004,70,22,,True
P00870,S0004,11,12,1565.0,True
P01266,S0004,73,21,,True
P01495,S0004,24,23,,True
P00739,S0004,27,28,,True
P01080,S0004,52,13,423.0,True
P01697,S0004,51,20,678.0,True
P00707,S0004,96,30,452.0,True
P01358,S0004,98,18,,True
P00103,S0004,45,22,,True
P00061,S0004,19,19,,True
P01956,S0004,70,30,572.0,True
P01723,S0004,98,20,282.0,True
P01579,S0004,89,26,275.0,True
P00886,S0004,14,16,,True
P01280,S0004,48,17,,True
P00532,S0004,39,15,322.0,True
P00553,S0004,11,25,377.0,True
P01610,S0004,31,19,,True
P01075,S0004,47,13,1217.0,True
P01142,S0004,11,21,,True
P00178,S0004,42,26,995.0,True
P01316,S0004,15,23,,True
P01534,S0004,89,16,,True
P00912,S0004,88,29,433.0,True
P00115,S0004,58,25,,True
P00039,S0004,30,20,658.0,True
P00088,S0004,33,19,,True
P01873,S0004,77,28,342.0,True
P01717,S0004,30,11,1544.0,True
P01785,S0004,82,13,1578.0,True
P01568,S0004,40,30,,True
P01240,S0004,100,21,,True
P00038,S0004,58,17,,True
P01656,S0004,22,22,428.0,True
P00550,S0004,85,21,,True
P01572,S0004,77,21,492.0,True
P00577,S0004,72,16,,True
P01051,S0004,56,10,554.0,True
P00558,S0004,62,29,1198.0,True
P00633,S0004,19,26,,True
P01425,S0004,90,23,,True
P00214,S0004,85,11,,True
P01917,S0004,32,22,,True
P00654,S0004,88,30,1480.0,True
P00416,S0004,66,30,,True
P01970,S0004,20,14,440.0,True
P00630,S0004,75,16,480.0,True
P00354,S0004,88,29,,True
P01155,S0004,48,18,,True
P01177,S0004,97,14,,True
P00794,S0004,58,13,,True
P01399,S0004,26,30,,True
P00970,S0004,23,11,,True
P01035,S0004,67,29,,True
P00822,S0004,50,23,,True
P01272,S0004,17,21,1120.0,True
P01881,S0004,94,15,,True
P01062,S0004,99,17,,True
P00696,S0004,61,26,471.0,True
P01330,S0004,59,12,,True
P01228,S0004,91,13,,True
P00388,S0004,100,13,,True
P00825,S0004,63,16,,True
P00570,S0004,57,19,,True
P01860,S0004,65,25,,True
P01129,S0004,47,20,,True
P01875,S0004,18,23,,True
P00204,S0004,25,15,1406.0,True
P01856,S0004,94,14,,True
P01536,S0004,96,16,,True
P01916,S0004,70,28,,True
P01541,S0004,30,13,301.0,True
P00216,S0004,27,20,,True
P01704,S0004,98,14,518.0,True
P00479,S0004,84,25,,True
P01655,S0004,46,14,,True
P01599,S0004,34,14,,True
P00169,S0004,19,18,1668.0,True
P01430,S0004,50,27,540.0,True
P00682,S0004,77,22,506.0,True
P01960,S0004,80,15,1495.0,True
P01301,S0004,12,13,,True
P00227,S0004,43,24,455.0,True
P01708,S0004,61,27,,True
P00860,S0004,26,30,,True
P00816,S0004,56,21,,True
P01825,S0004,10,27,,True
P01740,S0004,10,25,,True
P00582,S0004,94,15,,True
P01720,S0004,12,20,,True
P01794,S0004,88,17,,True
P01822,S0004,28,12,,True
P01111,S0004,76,10,,True
P01974,S0004,11,20,291.0,True
P01412,S0004,45,29,,True
P01976,S0004,88,14,,True
P00425,S0004,87,15,878.0,True
P00543,S0004,35,17,474.0,True
P00098,S0004,21,11,,True
P01838,S0004,88,13,,True
P00225,S0004,52,18,,True
P00529,S0004,21,25,,True
P01993,S0004,66,23,1059.0,True
P01501,S0004,61,17,,True
P01374,S0004,73,29,,True
P00856,S0004,88,21,,True
P00412,S0004,35,30,1531.0,True
P00466,S0004,50,10,,True
P01346,S0004,45,23,,True
P00482,S0004,70,25,,True
P00969,S0004,80,11,,True
P01774,S0004,62,28,,True
P00658,S0004,61,24,,True
P01044,S0004,63,24,621.0,True
P00750,S0004,18,13,,True
P01344,S0004,100,25,,True
P01237,S0004,12,19,,True
P01094,S0004,73,17,,True
P01738,S0004,53,12,261.0,True
P00086,S0004,28,28,884.0,True
P01309,S0004,62,14,,True
P00539,S0004,33,21,167.0,True
P01148,S0004,22,22,,True
P01207,S0004,76,14,,True
P00308,S0004,11,14,,True
P00480,S0004,98,17,,True
P01098,S0004,79,24,591.0,True
P00360,S0004,87,21,,True
P01069,S0004,81,24,951.0,True
P01386,S0004,58,14,305.0,True
P00143,S0004,86,26,541.0,True
P01872,S0004,69,11,168.0,True
P01049,S0004,90,28,,True
P01043,S0004,41,28,,True
P01784,S0004,33,18,,True
P01018,S0004,99,22,1631.0,True
P01193,S0004,39,25,,True
P00932,S0004,79,18,384.0,True
P00168,S0004,43,29,,True
P00531,S0004,14,18,770.0,True
P00792,S0004,55,27,,True
P00197,S0004,29,19,,True
P00666,S0004,93,24,673.0,True
P01171,S0004,29,24,339.0,True
P00339,S0004,85,14,459.0,True
P00421,S0004,36,18,421.0,True
P01150,S0004,35,20,620.0,True
P00869,S0004,31,30,,True
P00230,S0004,92,11,,True
P00487,S0004,59,27,,True
P00931,S0004,54,28,832.0,True
P01353,S0004,14,25,1473.0,True
P01928,S0004,45,26,,True
P01093,S0004,36,13,1627.0,True
P00817,S0004,43,21,588.0,True
P00309,S0004,56,26,,True
P01621,S0004,49,19,,True
P00928,S0004,50,29,,True
P00139,S0004,84,23,1438.0,True
P01578,S0004,34,14,364.0,True
P00378,S0004,21,22,542.0,True
P00293,S0004,49,19,,True
P00119,S0004,66,15,456.0,True
P01573,S0004,54,14,494.0,True
P00646,S0004,55,21,,True
P01751,S0004,12,13,923.0,True
P01678,S0004,19,28,,True
P00845,S0004,33,11,,True
P01802,S0004,76,25,,True
P00820,S0004,43,21,1340.0,True
P01989,S0004,74,16,,True
P00836,S0004,17,22,,True
P01311,S0004,48,19,,True
P01898,S0004,57,13,,True
P01196,S0004,11,24,332.0,True
P01394,S0004,52,10,,True
P00390,S0004,18,18,,True
P00347,S0004,51,16,1465.0,True
P00345,S0004,77,25,272.0,True
P01624,S0004,33,10,,True
P01407,S0004,44,15,,True
P00982,S0004,50,22,683.0,True
P01432,S0004,60,15,,True
P01437,S0004,84,30,,True
P01031,S0004,23,19,,True
P01639,S0004,99,24,,True
P00260,S0004,23,12,204.0,True
P00585,S0004,89,30,1618.0,True
P01210,S0004,95,27,,True
P00101,S0004,90,12,,True
P01014,S0004,82,17,,True
P01946,S0004,88,12,,True
P01128,S0004,76,27,497.0,True
P00865,S0004,94,14,,True
P00467,S0004,50,17,,True
P00952,S0004,67,28,,True
P00395,S0004,94,21,,True
P01908,S0004,63,12,,True
P00272,S0004,60,15,1192.0,True
P01982,S0004,57,26,,True
P01383,S0004,41,11,,True
P00528,S0004,54,13,586.0,True
P01061,S0004,85,15,,True
P01652,S0004,90,27,511.0,True
P01719,S0004,11,16,,True
P01462,S0004,29,29,,True
P00781,S0004,65,28,,True
P00212,S0004,21,18,292.0,True
P00571,S0004,14,29,,True
P01338,S0004,54,25,1252.0,True
P00534,S0004,90,26,,True
P00795,S0004,15,24,1431.0,True
P00669,S0004,61,25,,True
P01179,S0004,22,22,529.0,True
P01486,S0004,54,16,,True
P00415,S0004,64,28,,True
P00235,S0004,21,28,,True
P01275,S0004,33,28,,True
P01996,S0004,96,15,,True
P00508,S0004,23,10,,True
P00557,S0004,16,26,,True
P00315,S0004,19,24,,True
P00790,S0004,87,24,,True
P01114,S0004,25,18,,True
P01040,S0004,53,18,1046.0,True
P01653,S0004,78,15,,True
P01920,S0004,63,18,681.0,True
P01243,S0004,55,14,,True
P00140,S0004,45,11,,True
P00322,S0004,60,26,1081.0,True
P00267,S0004,25,21,,True
P01418,S0004,86,16,1508.0,True
P00921,S0004,31,19,1476.0,True
P00257,S0004,10,12,,True
P00414,S0004,90,26,896.0,True
P01387,S0004,51,21,,True
P01360,S0004,100,16,,True
P01395,S0004,77,19,,True
P01071,S0004,43,30,896.0,True
P01119,S0004,54,26,,True
P01162,S0004,40,21,,True
P01166,S0004,27,15,,True
P00242,S0004,64,13,,True
P01601,S0004,67,21,,True
P01339,S0004,10,14,,True
P00182,S0004,40,11,,True
P01244,S0004,77,14,,True
P00460,S0004,58,22,,True
P00215,S0004,32,21,,True
P01692,S0004,38,21,469.0,True
P01064,S0004,86,28,386.0,True
P00238,S0004,53,20,,True
P00148,S0004,72,15,,True
P01083,S0004,25,21,1665.0,True
P01686,S0004,34,13,,True
P01585,S0004,90,19,,True
P01084,S0004,41,19,,True
P00049,S0004,63,30,,True
P01525,S0004,71,30,,True
P01716,S0004,71,17,,True
P01980,S0005,66,24,,True
P00015,S0005,95,14,,True
P01535,S0005,74,10,603.0,True
P01630,S0005,38,28,,True
P00413,S0005,82,23,,True
P01276,S0005,71,13,,True
P01370,S0005,64,12,,True
P01694,S0005,65,16,,True
P00908,S0005,80,29,1450.0,True
P00706,S0005,37,10,,True
P00263,S0005,10,27,,True
P00642,S0005,90,23,,True
P01703,S0005,69,27,,True
P00967,S0005,93,19,572.0,True
P01964,S0005,78,24,1555.0,True
P00598,S0005,56,29,,True
P00974,S0005,97,20,550.0,True
P01326,S0005,77,17,1044.0,True
P00805,S0005,21,20,,True
P00155,S0005,67,19,449.0,True
P00258,S0005,51,15,,True
P00726,S0005,35,20,,True
P01596,S0005,94,16,,True
P01523,S0005,45,18,,True
P00138,S0005,14,29,1135.0,True
P00174,S0005,27,15,,True
P00981,S0005,78,15,,True
P00507,S0005,84,10,,True
P01305,S0005,36,14,,True
P00564,S0005,25,15,,True
P00306,S0005,53,29,294.0,True
P00810,S0005,56,28,1621.0,True
P00705,S0005,76,18,,True
P01530,S0005,58,22,1493.0,True
P00875,S0005,24,14,,True
P01492,S0005,82,28,,True
P00304,S0005,91,24,,True
P01455,S0005,28,13,,True
P00136,S0005,28,11,473.0,True
P00724,S0005,76,14,,True
P01899,S0005,90,13,256.0,True
P01657,S0005,70,20,,True
P00956,S0005,25,24,431.0,True
P00914,S0005,25,19,700.0,True
P01508,S0005,20,25,,True
P00514,S0005,66,28,,True
P00746,S0005,11,15,631.0,True
P00068,S0005,89,20,496.0,True
P00549,S0005,18,22,,True
P00826,S0005,25,30,,True
P01106,S0005,37,17,,True
P01844,S0005,43,29,,True
P00303,S0005,31,29,,True
P00793,S0005,67,10,883.0,True
P01478,S0005,81,15,,True
P01770,S0005,43,18,,True
P01812,S0005,50,15,,True
P00221,S0005,29,26,1084.0,True
P00325,S0005,93,12,,True
P00027,S0005,27,28,1536.0,True
P00999,S0005,13,27,160.0,True
P00663,S0005,71,10,,True
P01978,S0005,25,25,,True
P00208,S0005,65,16,,True
P00752,S0005,92,25,,True
P01322,S0005,30,23,356.0,True
P00634,S0005,44,26,,True
P01156,S0005,47,13,427.0,True
P01335,S0005,83,13,,True
P00373,S0005,64,23,,True
P01288,S0005,71,23,507.0,True
P01511,S0005,96,27,1052.0,True
P01553,S0005,48,26,1593.0,True
P01469,S0005,18,27,,True
P01255,S0005,84,27,,True
P01110,S0005,77,30,,True
P00156,S0005,68,14,,True
P01962,S0005,91,16,,True
P00876,S0005,85,28,,True
P01030,S0005,93,21,,True
P00490,S0005,34,28,,True
P00004,S0005,73,25,1602.0,True
P01758,S0005,65,22,,True
P01063,S0005,59,24,,True
P01333,S0005,11,19,1453.0,True
P01779,S0005,86,23,582.0,True
P01524,S0005,75,28,665.0,True
P01537,S0005,63,21,,True
P00864,S0005,21,10,,True
P00338,S0005,26,25,,True
P01230,S0005,66,26,402.0,True
P01420,S0005,84,28,453.0,True
P01761,S0005,46,16,,True
P00638,S0005,98,15,1006.0,True
P01340,S0005,95,27,,True
P00100,S0005,26,24,,True
P00131,S0005,37,30,,True
P00632,S0005,36,26,,True
P01079,S0005,49,30,,True
P01236,S0005,63,24,1225.0,True
P00228,S0005,84,18,511.0,True
P00751,S0005,36,19,,True
P00895,S0005,28,15,488.0,True
P00699,S0005,56,15,,True
P00977,S0005,42,17,,True
P01223,S0005,84,10,,True
P00029,S0005,19,15,337.0,True
P01592,S0005,34,12,583.0,True
P00755,S0005,45,14,,True
P01184,S0005,56,27,,True
P01614,S0005,44,13,,True
P01602,S0005,12,22,,True
P00799,S0005,93,27,320.0,True
P00818,S0005,35,28,,True
P00065,S0005,25,16,,True
P00211,S0005,17,19,,True
P00476,S0005,45,30,,True
P01294,S0005,100,11,1316.0,True
P01638,S0005,65,21,380.0,True
P01319,S0005,95,19,,True
P01147,S0005,84,14,,True
P01107,S0005,78,21,731.0,True
P01006,S0005,100,23,,True
P01813,S0005,87,30,462.0,True
P00144,S0005,94,28,,True
P01990,S0005,36,20,,True
P01405,S0005,34,14,568.0,True
P00009,S0005,52,14,,True
P01306,S0005,53,22,,True
P00175,S0005,45,22,,True
P01922,S0005,81,17,1034.0,True
P01973,S0005,38,15,693.0,True
P00803,S0005,60,22,,True
P00773,S0005,26,23,,True
P01762,S0005,24,29,1604.0,True
P00871,S0005,94,27,,True
P01939,S0005,44,18,744.0,True
P01132,S0005,50,22,,True
P00145,S0005,26,30,,True
P01284,S0005,48,19,,True
P00747,S0005,18,27,1742.0,True
P00882,S0005,68,14,,True
P00814,S0005,31,30,,True
P00556,S0005,71,29,,True
P01529,S0005,28,22,,True
P00231,S0005,77,12,,True
P01298,S0005,81,17,992.0,True
P01870,S0005,32,21,555.0,True
P00200,S0005,29,10,1454.0,True
P00052,S0005,56,27,735.0,True
P01092,S0005,89,10,,True
P00552,S0005,50,30,,True
P00647,S0005,56,21,,True
P01837,S0005,90,16,,True
P01845,S0005,45,15,577.0,True
P01027,S0005,81,25,528.0,True
P01830,S0005,73,14,445.0,True
P01114,S0005,94,21,493.0,True
P01577,S0005,20,20,,True
P01267,S0005,71,18,,True
P00688,S0005,17,27,444.0,True
P00044,S0005,68,23,507.0,True
P01710,S0005,50,24,272.0,True
P01362,S0005,39,30,1585.0,True
P00245,S0005,94,22,441.0,True
P01238,S0005,64,12,,True
P00067,S0005,89,13,,True
P00590,S0005,76,20,,True
P01454,S0005,63,12,,True
P00253,S0005,95,13,498.0,True
P01034,S0005,94,15,1702.0,True
P01308,S0005,84,20,,True
P00401,S0005,58,15,,True
P00538,S0005,91,10,1112.0,True
P00627,S0005,71,20,490.0,True
P00450,S0005,80,16,,True
P00292,S0005,59,11,,True
P01977,S0005,20,30,,True
P00621,S0005,86,27,519.0,True
P01724,S0005,33,20,,True
P00744,S0005,79,29,,True
P01258,S0005,69,23,804.0,True
P01489,S0005,69,27,,True
P01086,S0005,30,26,,True
P00369,S0005,63,21,,True
P01864,S0005,100,27,,True
P01999,S0005,45,21,,True
P01045,S0005,55,11,,True
P00517,S0005,92,27,,True
P01760,S0005,18,21,,True
P01029,S0005,100,11,,True
P00404,S0005,32,23,383.0,True
P01776,S0005,44,12,344.0,True
P00725,S0005,10,12,655.0,True
P00106,S0005,73,24,1362.0,True
P00445,S0005,65,15,,True
P00196,S0005,13,29,,True
P01380,S0005,81,16,,True
P00905,S0005,59,12,,True
P00560,S0005,79,25,920.0,True
P01932,S0005,87,20,,True
P01245,S0005,25,17,,True
P01060,S0005,89,11,,True
P00206,S0005,34,16,,True
P00364,S0005,89,25,359.0,True
P00283,S0005,23,17,959.0,True
P00586,S0005,91,25,1542.0,True
P00116,S0005,13,28,947.0,True
P00983,S0005,35,16,387.0,True
P01124,S0005,83,15,473.0,True
P00893,S0005,30,22,611.0,True
P00207,S0005,20,29,,True
P00076,S0005,97,12,,True
P00711,S0005,22,18,1060.0,True
P01406,S0005,85,12,,True
P01695,S0005,88,28,,True
P00123,S0005,46,17,,True
P00090,S0005,60,21,604.0,True
P00824,S0005,64,22,,True
P00656,S0005,68,20,,True
P00048,S0005,73,10,,True
P00384,S0005,32,12,808.0,True
P00280,S0005,56,22,555.0,True
P01807,S0005,70,10,284.0,True
P01373,S0005,95,11,1127.0,True
P00102,S0005,71,17,,True
P00297,S0005,33,12,804.0,True
P00444,S0005,30,22,,True
P00797,S0005,89,12,,True
P01701,S0005,19,15,,True
P01239,S0005,47,13,,True
P01076,S0005,76,21,,True
P01808,S0005,58,27,,True
P00455,S0005,70,18,1551.0,True
P01715,S0005,61,20,,True
P01348,S0005,86,12,262.0,True
