transaction_id,line_number,product_id,category,unit_cost,unit_price,promo_price,qty,line_subtotal,line_discount,line_total,promo_id,promo_type,__line_total_std,__line_subtotal_std,__line_discount_std,__tid_num
T00032103,1,P00897,Alcohol,9.57,12.2,,1,12.2,-0.02,12.22,,,12.22,12.2,-0.02,32103.0
T00032103,2,P01064,Beverages,1.43,1.98,,1,1.98,0.0,1.98,,,1.98,1.98,0.0,32103.0
T00032104,1,P00011,Condiments/Sauces/Spices,1.69,2.72,,1,2.72,0.02,2.7,,,2.7,2.72,0.02,32104.0
T00032104,2,P00678,Snacks/Cookies/Chips,2.52,3.22,,1,3.22,0.02,3.2,,,3.2,3.22,0.02,32104.0
T00032104,3,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.01,2.13,,,2.13,2.14,0.01,32104.0
T00032105,1,P00532,Dairy & Eggs,2.88,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,32105.0
T00032105,2,P01077,Pet Food,5.18,8.02,4.99,1,8.02,3.01,5.01,PR00208,PRICE_POINT,5.01,8.02,3.01,32105.0
T00032105,3,P01344,Candy,2.74,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,32105.0
T00032106,1,P00747,Alcohol,6.82,11.49,,1,11.49,-0.02,11.51,,,11.51,11.49,-0.02,32106.0
T00032106,2,P00688,Snacks/Cookies/Chips,1.24,2.15,,1,2.15,0.0,2.15,,,2.15,2.15,0.0,32106.0
T00032107,1,P00666,Snacks/Cookies/Chips,1.61,2.43,,3,7.29,0.02,7.27,,,7.27,7.29,0.02,32107.0
T00032107,2,P00075,Baking,3.52,4.97,,1,4.97,0.01,4.96,,,4.96,4.97,0.01,32107.0
T00032107,3,P01063,Dairy & Eggs,3.52,4.85,,1,4.85,0.01,4.84,,,4.84,4.85,0.01,32107.0
T00032108,1,P00053,Snacks/Cookies/Chips,2.83,3.77,,1,3.77,-0.01,3.78,,,3.78,3.77,-0.01,32108.0
T00032108,2,P01134,Grains and Pasta,2.2,3.27,,1,3.27,-0.01,3.28,,,3.28,3.27,-0.01,32108.0
T00032108,3,P00552,Dairy & Eggs,2.13,3.82,,2,7.64,-0.01,7.65,,,7.65,7.64,-0.01,32108.0
T00032109,1,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,0.03,4.61,,,4.61,4.64,0.03,32109.0
T00032109,2,P00496,Breakfast & Cereal,2.3,3.9,,1,3.9,0.02,3.88,,,3.88,3.9,0.02,32109.0
T00032109,3,P01066,Prepared Meals,4.23,7.22,,1,7.22,0.04,7.18,,,7.18,7.22,0.04,32109.0
T00032109,4,P01148,Beverages,1.54,2.2,,3,6.6,0.04,6.56,,,6.56,6.6,0.04,32109.0
T00032109,5,P00984,Snacks/Cookies/Chips,2.77,3.5,,3,10.5,0.06,10.44,,,10.44,10.5,0.06,32109.0
T00032110,1,P00371,Alcohol,6.38,9.32,,1,9.32,-0.04,9.36,,,9.36,9.32,-0.04,32110.0
T00032110,2,P00755,Condiments/Sauces/Spices,1.67,3.01,,2,6.02,-0.02,6.04,,,6.04,6.02,-0.02,32110.0
T00032110,3,P00688,Snacks/Cookies/Chips,1.24,2.15,,1,2.15,-0.01,2.16,,,2.16,2.15,-0.01,32110.0
T00032110,4,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,-0.01,2.36,,,2.36,2.35,-0.01,32110.0
T00032110,5,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.02,4.16,,,4.16,4.14,-0.02,32110.0
T00032110,6,P01292,Candy,1.53,2.52,,1,2.52,-0.01,2.53,,,2.53,2.52,-0.01,32110.0
T00032111,1,P01038,Condiments/Sauces/Spices,2.83,4.38,,1,4.38,-0.01,4.39,,,4.39,4.38,-0.01,32111.0
T00032112,1,P00402,Bakery,2.78,3.64,,1,3.64,-0.01,3.65,,,3.65,3.64,-0.01,32112.0
T00032112,2,P00880,Dairy & Eggs,1.79,2.35,,2,4.7,-0.01,4.71,,,4.71,4.7,-0.01,32112.0
T00032113,1,P00800,Baking,2.03,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,32113.0
T00032113,2,P01157,Baking,2.38,3.86,,1,3.86,-0.01,3.87,,,3.87,3.86,-0.01,32113.0
T00032114,1,P00389,Breakfast & Cereal,2.87,4.22,,1,4.22,-0.02,4.24,,,4.24,4.22,-0.02,32114.0
T00032115,1,P00913,Frozen Foods,4.83,7.25,,1,7.25,0.02,7.23,,,7.23,7.25,0.02,32115.0
T00032116,1,P00644,Dairy & Eggs,1.94,2.7,,3,8.1,0.02,8.08,,,8.08,8.1,0.02,32116.0
T00032116,2,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,0.01,4.63,,,4.63,4.64,0.01,32116.0
T00032116,3,P00009,Candy,1.75,2.66,,1,2.66,0.01,2.65,,,2.65,2.66,0.01,32116.0
T00032117,1,P00032,Condiments/Sauces/Spices,2.53,3.18,,1,3.18,-0.01,3.19,,,3.19,3.18,-0.01,32117.0
T00032117,2,P01046,Alcohol,9.39,12.06,,1,12.06,-0.02,12.08,,,12.08,12.06,-0.02,32117.0
T00032117,3,P00533,Deli,3.36,5.37,,2,10.74,-0.02,10.76,,,10.76,10.74,-0.02,32117.0
T00032117,4,P00502,Candy,1.79,2.27,,1,2.27,0.0,2.27,,,2.27,2.27,0.0,32117.0
T00032117,5,P01214,Snacks/Cookies/Chips,2.12,3.19,,1,3.19,-0.01,3.2,,,3.2,3.19,-0.01,32117.0
T00032118,1,P00790,Breakfast & Cereal,3.85,5.84,,1,5.84,-0.01,5.85,,,5.85,5.84,-0.01,32118.0
T00032118,2,P00644,Dairy & Eggs,1.94,2.7,,1,2.7,0.0,2.7,,,2.7,2.7,0.0,32118.0
T00032119,1,P00927,Alcohol,9.77,12.93,,1,12.93,0.08,12.85,,,12.85,12.93,0.08,32119.0
T00032119,2,P01004,Condiments/Sauces/Spices,2.73,4.15,,1,4.15,0.02,4.13,,,4.13,4.15,0.02,32119.0
T00032120,1,P01260,Frozen Foods,3.8,6.11,,1,6.11,0.04,6.07,,,6.07,6.11,0.04,32120.0
T00032121,1,P00802,Candy,1.46,1.96,,1,1.96,0.01,1.95,,,1.95,1.96,0.01,32121.0
T00032121,2,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,0.03,4.61,,,4.61,4.64,0.03,32121.0
T00032121,3,P00171,Snacks/Cookies/Chips,2.28,2.89,2.43,1,2.89,0.47,2.42,PR00174,PERCENT_OFF,2.42,2.89,0.47,32121.0
T00032121,4,P00154,Pet Food,5.54,9.06,,1,9.06,0.05,9.01,,,9.01,9.06,0.05,32121.0
T00032121,5,P00333,Prepared Meals,3.2,4.81,,1,4.81,0.03,4.78,,,4.78,4.81,0.03,32121.0
T00032122,1,P00635,Bakery,2.68,3.93,,1,3.93,-0.01,3.94,,,3.94,3.93,-0.01,32122.0
T00032122,2,P00305,Meat and Seafood,4.62,7.79,,2,15.58,-0.03,15.61,,,15.61,15.58,-0.03,32122.0
T00032123,1,P00688,Snacks/Cookies/Chips,1.24,2.15,,3,6.45,0.01,6.44,,,6.44,6.45,0.01,32123.0
T00032123,2,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,0.01,4.13,,,4.13,4.14,0.01,32123.0
T00032123,3,P00764,Prepared Meals,9.27,11.61,,1,11.61,0.02,11.59,,,11.59,11.61,0.02,32123.0
T00032124,1,P00466,Condiments/Sauces/Spices,2.35,3.24,,3,9.72,-0.02,9.74,,,9.74,9.72,-0.02,32124.0
T00032124,2,P01329,Baking,2.48,4.17,,1,4.17,-0.01,4.18,,,4.18,4.17,-0.01,32124.0
T00032124,3,P00801,Meat and Seafood,4.1,6.43,,1,6.43,-0.01,6.44,,,6.44,6.43,-0.01,32124.0
T00032125,1,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,0.02,3.48,,,3.48,3.5,0.02,32125.0
T00032125,2,P01339,Baking,2.19,3.19,,1,3.19,0.02,3.17,,,3.17,3.19,0.02,32125.0
T00032126,1,P00084,Pet Food,4.97,6.46,,1,6.46,-0.02,6.48,,,6.48,6.46,-0.02,32126.0
T00032127,1,P01498,Snacks/Cookies/Chips,1.43,2.11,,1,2.11,0.0,2.11,,,2.11,2.11,0.0,32127.0
T00032127,2,P00184,Prepared Meals,5.0,7.61,,1,7.61,0.02,7.59,,,7.59,7.61,0.02,32127.0
T00032127,3,P00430,Baking,3.2,4.47,,1,4.47,0.01,4.46,,,4.46,4.47,0.01,32127.0
T00032127,4,P00323,Snacks/Cookies/Chips,2.58,3.29,,1,3.29,0.01,3.28,,,3.28,3.29,0.01,32127.0
T00032127,5,P00744,Alcohol,9.01,11.71,,1,11.71,0.02,11.69,,,11.69,11.71,0.02,32127.0
T00032128,1,P00936,Alcohol,12.05,15.52,,1,15.52,-0.03,15.55,,,15.55,15.52,-0.03,32128.0
T00032128,2,P01118,Deli,3.81,5.78,,1,5.78,-0.01,5.79,,,5.79,5.78,-0.01,32128.0
T00032128,3,P00023,Dairy & Eggs,1.99,2.51,,1,2.51,0.0,2.51,,,2.51,2.51,0.0,32128.0
T00032128,4,P00806,Dairy & Eggs,2.33,4.19,,1,4.19,-0.01,4.2,,,4.2,4.19,-0.01,32128.0
T00032128,5,P01242,Dairy & Eggs,2.43,4.05,,1,4.05,-0.01,4.06,,,4.06,4.05,-0.01,32128.0
T00032129,1,P00505,Snacks/Cookies/Chips,1.85,2.87,,1,2.87,0.01,2.86,,,2.86,2.87,0.01,32129.0
T00032129,2,P00099,Frozen Foods,3.21,5.09,,1,5.09,0.01,5.08,,,5.08,5.09,0.01,32129.0
T00032129,3,P00069,Meat and Seafood,5.14,9.14,,1,9.14,0.02,9.12,,,9.12,9.14,0.02,32129.0
T00032129,4,P00047,Dairy & Eggs,2.25,3.58,,1,3.58,0.01,3.57,,,3.57,3.58,0.01,32129.0
T00032130,1,P01485,Breakfast & Cereal,2.69,4.6,,1,4.6,-0.02,4.62,,,4.62,4.6,-0.02,32130.0
T00032130,2,P00450,Condiments/Sauces/Spices,1.35,2.36,,1,2.36,-0.01,2.37,,,2.37,2.36,-0.01,32130.0
T00032130,3,P00567,Dairy & Eggs,2.19,3.13,,1,3.13,-0.01,3.14,,,3.14,3.13,-0.01,32130.0
T00032130,4,P00238,Alcohol,10.11,16.35,,1,16.35,-0.06,16.41,,,16.41,16.35,-0.06,32130.0
T00032130,5,P01265,Grains and Pasta,1.17,1.57,,1,1.57,-0.01,1.58,,,1.58,1.57,-0.01,32130.0
T00032131,1,P00074,Snacks/Cookies/Chips,2.65,3.62,,1,3.62,-0.01,3.63,,,3.63,3.62,-0.01,32131.0
T00032131,2,P00420,Breakfast & Cereal,1.8,2.93,,1,2.93,-0.01,2.94,,,2.94,2.93,-0.01,32131.0
T00032131,3,P00017,Prepared Meals,4.96,6.88,,1,6.88,-0.03,6.91,,,6.91,6.88,-0.03,32131.0
T00032132,1,P01379,Alcohol,6.84,11.93,,1,11.93,0.07,11.86,,,11.86,11.93,0.07,32132.0
T00032132,2,P00328,Candy,1.34,2.26,,1,2.26,0.01,2.25,,,2.25,2.26,0.01,32132.0
T00032132,3,P01124,Dairy & Eggs,2.48,3.87,,1,3.87,0.02,3.85,,,3.85,3.87,0.02,32132.0
T00032133,1,P01273,Condiments/Sauces/Spices,3.9,5.74,,1,5.74,-0.02,5.76,,,5.76,5.74,-0.02,32133.0
T00032134,1,P00138,Beverages,2.68,3.94,,1,3.94,-0.02,3.96,,,3.96,3.94,-0.02,32134.0
T00032134,2,P00363,Candy,2.91,3.72,,1,3.72,-0.01,3.73,,,3.73,3.72,-0.01,32134.0
T00032135,1,P00536,Deli,3.55,5.04,,1,5.04,-0.01,5.05,,,5.05,5.04,-0.01,32135.0
T00032135,2,P01293,Prepared Meals,3.71,6.1,,1,6.1,-0.01,6.11,,,6.11,6.1,-0.01,32135.0
T00032135,3,P01437,Meat and Seafood,4.35,7.54,,1,7.54,-0.01,7.55,,,7.55,7.54,-0.01,32135.0
T00032135,4,P01336,Frozen Foods,5.35,7.58,,1,7.58,-0.01,7.59,,,7.59,7.58,-0.01,32135.0
T00032135,5,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,0.0,2.43,,,2.43,2.43,0.0,32135.0
T00032136,1,P00800,Baking,2.03,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,32136.0
T00032136,2,P00846,Snacks/Cookies/Chips,1.42,2.58,,2,5.16,-0.01,5.17,,,5.17,5.16,-0.01,32136.0
T00032136,3,P01016,Deli,2.42,4.31,,1,4.31,-0.01,4.32,,,4.32,4.31,-0.01,32136.0
T00032137,1,P00110,Pet Food,3.14,5.65,,1,5.65,-0.02,5.67,,,5.67,5.65,-0.02,32137.0
T00032137,2,P00189,Frozen Foods,5.55,7.05,4.23,1,7.05,2.8,4.25,PR00004,AMOUNT_OFF,4.25,7.05,2.8,32137.0
T00032137,3,P00292,Meat and Seafood,5.35,7.26,,1,7.26,-0.03,7.29,,,7.29,7.26,-0.03,32137.0
T00032137,4,P01203,Alcohol,8.68,12.07,,1,12.07,-0.05,12.12,,,12.12,12.07,-0.05,32137.0
T00032137,5,P00122,Snacks/Cookies/Chips,2.49,3.12,,2,6.24,-0.02,6.26,,,6.26,6.24,-0.02,32137.0
T00032137,6,P00355,Snacks/Cookies/Chips,1.28,1.92,,2,3.84,-0.01,3.85,,,3.85,3.84,-0.01,32137.0
T00032138,1,P01475,Dairy & Eggs,1.92,2.99,,1,2.99,-0.01,3.0,,,3.0,2.99,-0.01,32138.0
T00032138,2,P00087,Condiments/Sauces/Spices,1.34,2.34,,1,2.34,0.0,2.34,,,2.34,2.34,0.0,32138.0
T00032138,3,P00535,Alcohol,7.9,12.41,,1,12.41,-0.02,12.43,,,12.43,12.41,-0.02,32138.0
T00032139,1,P00931,Prepared Meals,9.58,12.78,,1,12.78,-0.05,12.83,,,12.83,12.78,-0.05,32139.0
T00032140,1,P00656,Alcohol,9.72,13.03,,1,13.03,-0.02,13.05,,,13.05,13.03,-0.02,32140.0
T00032140,2,P00176,Frozen Foods,5.82,8.04,,1,8.04,-0.01,8.05,,,8.05,8.04,-0.01,32140.0
T00032140,3,P00189,Frozen Foods,5.55,7.05,,1,7.05,-0.01,7.06,,,7.06,7.05,-0.01,32140.0
T00032141,1,P00918,Frozen Foods,6.85,9.17,,1,9.17,0.02,9.15,,,9.15,9.17,0.02,32141.0
T00032141,2,P00945,Snacks/Cookies/Chips,2.95,4.04,,3,12.12,0.03,12.09,,,12.09,12.12,0.03,32141.0
T00032141,3,P01010,Deli,2.6,4.02,,1,4.02,0.01,4.01,,,4.01,4.02,0.01,32141.0
T00032141,4,P01112,Snacks/Cookies/Chips,2.85,4.23,,1,4.23,0.01,4.22,,,4.22,4.23,0.01,32141.0
T00032142,1,P01030,Meat and Seafood,6.57,9.05,,1,9.05,-0.02,9.07,,,9.07,9.05,-0.02,32142.0
T00032143,1,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,32143.0
T00032143,2,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,32143.0
T00032143,3,P00241,Baking,2.07,3.13,,3,9.39,-0.02,9.41,,,9.41,9.39,-0.02,32143.0
T00032143,4,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.01,4.15,,,4.15,4.14,-0.01,32143.0
T00032144,1,P00909,Dairy & Eggs,2.51,3.66,,1,3.66,-0.01,3.67,,,3.67,3.66,-0.01,32144.0
T00032145,1,P00473,Prepared Meals,6.41,8.17,,1,8.17,-0.03,8.2,,,8.2,8.17,-0.03,32145.0
T00032145,2,P01456,Beverages,1.68,2.96,,1,2.96,-0.01,2.97,,,2.97,2.96,-0.01,32145.0
T00032145,3,P00709,Breakfast & Cereal,2.42,3.68,1.32,1,3.68,2.36,1.32,PR00019,AMOUNT_OFF,1.32,3.68,2.36,32145.0
T00032146,1,P00189,Frozen Foods,5.55,7.05,,1,7.05,-0.03,7.08,,,7.08,7.05,-0.03,32146.0
T00032146,2,P00670,Frozen Foods,5.57,8.37,,1,8.37,-0.03,8.4,,,8.4,8.37,-0.03,32146.0
T00032146,3,P00626,Prepared Meals,4.39,5.8,,2,11.6,-0.04,11.64,,,11.64,11.6,-0.04,32146.0
T00032146,4,P01046,Alcohol,9.39,12.06,,1,12.06,-0.05,12.11,,,12.11,12.06,-0.05,32146.0
T00032147,1,P00062,Deli,3.43,5.4,,1,5.4,-0.01,5.41,,,5.41,5.4,-0.01,32147.0
T00032147,2,P00561,Bakery,2.03,3.38,,2,6.76,-0.01,6.77,,,6.77,6.76,-0.01,32147.0
T00032147,3,P00488,Alcohol,8.02,13.2,,1,13.2,-0.02,13.22,,,13.22,13.2,-0.02,32147.0
T00032148,1,P01119,Snacks/Cookies/Chips,2.46,3.48,,1,3.48,0.01,3.47,,,3.47,3.48,0.01,32148.0
T00032148,2,P00147,Baking,2.59,3.97,,3,11.91,0.02,11.89,,,11.89,11.91,0.02,32148.0
T00032149,1,P00004,Alcohol,8.68,11.32,,1,11.32,-0.02,11.34,,,11.34,11.32,-0.02,32149.0
T00032150,1,P00189,Frozen Foods,5.55,7.05,,2,14.1,0.08,14.02,,,14.02,14.1,0.08,32150.0
T00032151,1,P01401,Meat and Seafood,7.25,9.71,,1,9.71,-0.04,9.75,,,9.75,9.71,-0.04,32151.0
T00032152,1,P00300,Condiments/Sauces/Spices,1.93,3.1,,1,3.1,0.02,3.08,,,3.08,3.1,0.02,32152.0
T00032152,2,P01099,Alcohol,7.14,10.68,,1,10.68,0.06,10.62,,,10.62,10.68,0.06,32152.0
T00032153,1,P01036,Meat and Seafood,5.28,9.34,,2,18.68,-0.07,18.75,,,18.75,18.68,-0.07,32153.0
T00032153,2,P00800,Baking,2.03,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,32153.0
T00032153,3,P00734,Meat and Seafood,6.3,8.33,,1,8.33,-0.03,8.36,,,8.36,8.33,-0.03,32153.0
T00032153,4,P00012,Frozen Foods,4.51,7.03,,1,7.03,-0.03,7.06,,,7.06,7.03,-0.03,32153.0
T00032154,1,P00534,Grains and Pasta,1.9,2.62,,1,2.62,0.0,2.62,,,2.62,2.62,0.0,32154.0
T00032154,2,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.01,4.15,,,4.15,4.14,-0.01,32154.0
T00032155,1,P01436,Pet Food,5.2,8.81,,2,17.62,-0.07,17.69,,,17.69,17.62,-0.07,32155.0
T00032155,2,P00790,Breakfast & Cereal,3.85,5.84,,1,5.84,-0.02,5.86,,,5.86,5.84,-0.02,32155.0
T00032155,3,P00021,Meat and Seafood,6.94,11.05,,2,22.1,-0.08,22.18,,,22.18,22.1,-0.08,32155.0
T00032156,1,P00683,Prepared Meals,7.33,10.06,,1,10.06,-0.04,10.1,,,10.1,10.06,-0.04,32156.0
T00032156,2,P00627,Breakfast & Cereal,2.15,3.05,,1,3.05,-0.01,3.06,,,3.06,3.05,-0.01,32156.0
T00032156,3,P00813,Deli,4.06,5.11,,3,15.33,-0.06,15.39,,,15.39,15.33,-0.06,32156.0
T00032157,1,P01497,Condiments/Sauces/Spices,2.48,3.19,,1,3.19,0.02,3.17,,,3.17,3.19,0.02,32157.0
T00032157,2,P00637,Dairy & Eggs,2.64,4.2,,1,4.2,0.02,4.18,,,4.18,4.2,0.02,32157.0
T00032157,3,P00878,Beverages,1.52,1.93,,2,3.86,0.02,3.84,,,3.84,3.86,0.02,32157.0
T00032158,1,P00879,Snacks/Cookies/Chips,2.05,2.67,,3,8.01,-0.01,8.02,,,8.02,8.01,-0.01,32158.0
T00032158,2,P00955,Bakery,2.84,4.94,,1,4.94,-0.01,4.95,,,4.95,4.94,-0.01,32158.0
T00032159,1,P00188,Prepared Meals,6.22,8.04,,1,8.04,0.05,7.99,,,7.99,8.04,0.05,32159.0
T00032159,2,P00750,Frozen Foods,4.9,6.49,,1,6.49,0.04,6.45,,,6.45,6.49,0.04,32159.0
T00032159,3,P00830,Alcohol,6.81,8.68,,1,8.68,0.05,8.63,,,8.63,8.68,0.05,32159.0
T00032159,4,P01444,Breakfast & Cereal,4.99,7.59,,1,7.59,0.05,7.54,,,7.54,7.59,0.05,32159.0
T00032159,5,P00877,Snacks/Cookies/Chips,1.94,3.11,,1,3.11,0.02,3.09,,,3.09,3.11,0.02,32159.0
T00032160,1,P00705,Alcohol,8.51,12.13,,1,12.13,0.03,12.1,,,12.1,12.13,0.03,32160.0
T00032160,2,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,0.01,2.42,,,2.42,2.43,0.01,32160.0
T00032160,3,P00633,Beverages,2.33,3.88,,3,11.64,0.02,11.62,,,11.62,11.64,0.02,32160.0
T00032161,1,P01166,Alcohol,5.56,9.66,,1,9.66,-0.04,9.7,,,9.7,9.66,-0.04,32161.0
T00032162,1,P00357,Beverages,2.18,3.22,,1,3.22,-0.01,3.23,,,3.23,3.22,-0.01,32162.0
T00032162,2,P00760,Dairy & Eggs,1.23,2.14,,3,6.42,-0.02,6.44,,,6.44,6.42,-0.02,32162.0
T00032162,3,P01010,Deli,2.6,4.02,,1,4.02,-0.02,4.04,,,4.04,4.02,-0.02,32162.0
T00032162,4,P01280,Baking,2.08,3.49,,1,3.49,-0.01,3.5,,,3.5,3.49,-0.01,32162.0
T00032163,1,P01334,Dairy & Eggs,2.17,2.82,,3,8.46,-0.03,8.49,,,8.49,8.46,-0.03,32163.0
T00032163,2,P00222,Breakfast & Cereal,2.88,3.71,,1,3.71,-0.01,3.72,,,3.72,3.71,-0.01,32163.0
T00032164,1,P01116,Beverages,2.79,3.53,,3,10.59,-0.02,10.61,,,10.61,10.59,-0.02,32164.0
T00032165,1,P00152,Beverages,2.77,3.77,,1,3.77,-0.01,3.78,,,3.78,3.77,-0.01,32165.0
T00032165,2,P00897,Alcohol,9.57,12.2,,1,12.2,-0.02,12.22,,,12.22,12.2,-0.02,32165.0
T00032165,3,P00927,Alcohol,9.77,12.93,,1,12.93,-0.02,12.95,,,12.95,12.93,-0.02,32165.0
T00032165,4,P00805,Alcohol,9.95,16.14,,3,48.42,-0.09,48.51,,,48.51,48.42,-0.09,32165.0
T00032165,5,P01195,Alcohol,7.09,11.05,,1,11.05,-0.02,11.07,,,11.07,11.05,-0.02,32165.0
T00032166,1,P00750,Frozen Foods,4.9,6.49,,1,6.49,-0.02,6.51,,,6.51,6.49,-0.02,32166.0
T00032166,2,P00602,Meat and Seafood,4.34,5.93,,1,5.93,-0.02,5.95,,,5.95,5.93,-0.02,32166.0
T00032166,3,P01075,Snacks/Cookies/Chips,1.64,2.45,,1,2.45,-0.01,2.46,,,2.46,2.45,-0.01,32166.0
T00032167,1,P00482,Condiments/Sauces/Spices,1.6,2.89,,1,2.89,-0.01,2.9,,,2.9,2.89,-0.01,32167.0
T00032168,1,P01118,Deli,3.81,5.78,,1,5.78,-0.02,5.8,,,5.8,5.78,-0.02,32168.0
T00032169,1,P00481,Pet Food,3.05,5.45,,1,5.45,0.03,5.42,,,5.42,5.45,0.03,32169.0
T00032169,2,P00206,Dairy & Eggs,1.94,2.46,,1,2.46,0.01,2.45,,,2.45,2.46,0.01,32169.0
T00032169,3,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,0.02,4.0,,,4.0,4.02,0.02,32169.0
T00032170,1,P00479,Pet Food,4.02,6.3,,1,6.3,-0.01,6.31,,,6.31,6.3,-0.01,32170.0
T00032170,2,P01229,Snacks/Cookies/Chips,2.79,3.84,,1,3.84,-0.01,3.85,,,3.85,3.84,-0.01,32170.0
T00032171,1,P01498,Snacks/Cookies/Chips,1.43,2.11,,1,2.11,-0.01,2.12,,,2.12,2.11,-0.01,32171.0
T00032172,1,P01271,Alcohol,8.54,10.84,,1,10.84,-0.04,10.88,,,10.88,10.84,-0.04,32172.0
T00032172,2,P00917,Snacks/Cookies/Chips,1.62,2.87,,2,5.74,-0.02,5.76,,,5.76,5.74,-0.02,32172.0
T00032172,3,P01075,Snacks/Cookies/Chips,1.64,2.45,,1,2.45,-0.01,2.46,,,2.46,2.45,-0.01,32172.0
T00032173,1,P00975,Beverages,2.05,3.55,,3,10.65,0.02,10.63,,,10.63,10.65,0.02,32173.0
T00032174,1,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.01,2.13,,,2.13,2.14,0.01,32174.0
T00032175,1,P01059,Breakfast & Cereal,4.81,6.37,,1,6.37,-0.02,6.39,,,6.39,6.37,-0.02,32175.0
T00032175,2,P00499,Bakery,3.37,5.89,,1,5.89,-0.02,5.91,,,5.91,5.89,-0.02,32175.0
T00032176,1,P00110,Pet Food,3.14,5.65,,1,5.65,-0.02,5.67,,,5.67,5.65,-0.02,32176.0
T00032176,2,P00744,Alcohol,9.01,11.71,,1,11.71,-0.04,11.75,,,11.75,11.71,-0.04,32176.0
T00032176,3,P01394,Snacks/Cookies/Chips,2.32,3.38,,2,6.76,-0.03,6.79,,,6.79,6.76,-0.03,32176.0
T00032177,1,P00032,Condiments/Sauces/Spices,2.53,3.18,,1,3.18,-0.01,3.19,,,3.19,3.18,-0.01,32177.0
T00032178,1,P00024,Beverages,2.34,3.15,,1,3.15,-0.01,3.16,,,3.16,3.15,-0.01,32178.0
T00032178,2,P00897,Alcohol,9.57,12.2,,3,36.6,-0.14,36.74,,,36.74,36.6,-0.14,32178.0
T00032179,1,P01403,Frozen Foods,3.38,4.65,,1,4.65,0.03,4.62,,,4.62,4.65,0.03,32179.0
T00032179,2,P01091,Frozen Foods,3.01,5.34,,3,16.02,0.1,15.92,,,15.92,16.02,0.1,32179.0
T00032179,3,P00481,Pet Food,3.05,5.45,,1,5.45,0.03,5.42,,,5.42,5.45,0.03,32179.0
T00032179,4,P00069,Meat and Seafood,5.14,9.14,,1,9.14,0.05,9.09,,,9.09,9.14,0.05,32179.0
T00032179,5,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,0.02,4.12,,,4.12,4.14,0.02,32179.0
T00032179,6,P00431,Frozen Foods,2.79,4.1,,1,4.1,0.02,4.08,,,4.08,4.1,0.02,32179.0
T00032180,1,P00614,Condiments/Sauces/Spices,2.28,3.74,,1,3.74,0.02,3.72,,,3.72,3.74,0.02,32180.0
T00032180,2,P00536,Deli,3.55,5.04,,1,5.04,0.03,5.01,,,5.01,5.04,0.03,32180.0
T00032180,3,P00156,Deli,2.91,5.03,,1,5.03,0.03,5.0,,,5.0,5.03,0.03,32180.0
T00032180,4,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,0.02,4.0,,,4.0,4.02,0.02,32180.0
T00032180,5,P00103,Beverages,1.74,2.82,,1,2.82,0.02,2.8,,,2.8,2.82,0.02,32180.0
T00032181,1,P00009,Candy,1.75,2.66,,1,2.66,-0.01,2.67,,,2.67,2.66,-0.01,32181.0
T00032182,1,P01203,Alcohol,8.68,12.07,,2,24.14,0.05,24.09,,,24.09,24.14,0.05,32182.0
T00032182,2,P00885,Alcohol,7.25,10.32,,1,10.32,0.02,10.3,,,10.3,10.32,0.02,32182.0
T00032182,3,P00749,Deli,4.29,6.04,,1,6.04,0.01,6.03,,,6.03,6.04,0.01,32182.0
T00032182,4,P01174,Candy,1.76,2.42,,1,2.42,0.01,2.41,,,2.41,2.42,0.01,32182.0
T00032182,5,P00928,Breakfast & Cereal,2.41,3.73,,1,3.73,0.01,3.72,,,3.72,3.73,0.01,32182.0
T00032182,6,P00841,Beverages,2.14,2.85,,1,2.85,0.01,2.84,,,2.84,2.85,0.01,32182.0
T00032182,7,P00498,Baking,2.81,4.1,,1,4.1,0.01,4.09,,,4.09,4.1,0.01,32182.0
